MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TYPE,PH,COLOR,CONDUCT,ALK
9961,ANNABESSACOOK L,2,2008-09-05,CW,5,C,7,999,99999,18
9961,ANNABESSACOOK L,1,2008-10-03,CW,10,C,6.8,999,99999,19
9961,ANNABESSACOOK L,2,2008-10-03,CW,5,C,6.9,999,99999,18
9961,ANNABESSACOOK L,1,2009-05-18,CW,7,C,99.99,999,99999,18
9961,ANNABESSACOOK L,2,2009-05-18,CW,6,C,99.99,999,99999,18
9961,ANNABESSACOOK L,1,2009-06-08,CW,6,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2009-06-08,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2009-07-09,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2009-07-09,CW,8,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2009-07-28,CW,6,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2009-07-28,CW,6,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2009-08-12,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2009-08-12,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2009-09-10,CW,6,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2009-09-10,CW,6.5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2009-10-14,CW,5.5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2009-10-14,CW,10,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2010-05-17,CW,10,C,99.99,999,99999,18.5
9961,ANNABESSACOOK L,2,2010-05-17,CW,6,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2010-06-02,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2010-06-02,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2010-07-07,CW,6,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2010-07-07,CW,5.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2010-08-04,CW,6,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2010-08-04,CW,5,C,99.99,999,99999,22
9961,ANNABESSACOOK L,1,2010-09-09,CW,6,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2010-09-09,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2010-10-05,CW,10,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2010-10-05,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2011-05-23,CW,10,C,99.99,999,99999,14.5
9961,ANNABESSACOOK L,2,2011-05-23,CW,6,C,99.99,999,99999,16.5
9961,ANNABESSACOOK L,1,2011-06-08,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2011-06-08,CW,5,C,99.99,999,99999,18.5
9961,ANNABESSACOOK L,1,2011-07-05,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2011-07-05,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2011-08-05,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2011-08-05,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2011-09-09,CW,6.5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2011-09-09,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2012-05-23,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2012-05-23,CW,6,C,99.99,999,99999,18
9961,ANNABESSACOOK L,2,2012-06-15,CW,5,C,99.99,999,99999,18
9961,ANNABESSACOOK L,1,2012-06-15,CW,6,C,99.99,999,99999,18
9961,ANNABESSACOOK L,1,2012-07-12,CW,4.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2012-07-12,CW,4.5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2012-08-21,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2012-08-21,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2012-09-17,CW,7,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2012-09-17,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2012-10-24,CW,9,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2012-10-24,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2013-05-23,CW,6,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2013-05-23,CW,9,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2013-06-14,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2013-06-14,CW,7,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2013-07-02,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2013-07-02,CW,4,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2013-08-05,CW,4,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2013-08-05,CW,4,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2013-08-20,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2013-08-20,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2013-09-04,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2013-09-04,CW,4,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2013-09-20,CW,5,C,99.99,999,99999,22
9961,ANNABESSACOOK L,1,2013-09-20,CW,7,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2013-10-10,CW,8,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2014-05-22,CW,8,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2014-05-22,CW,5,C,99.99,999,99999,18.5
9961,ANNABESSACOOK L,2,2014-06-25,CW,5.5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2014-06-25,CW,6,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2014-07-24,CW,5.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2014-07-24,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2014-08-06,CW,5.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2014-08-06,CW,5.5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2014-08-20,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2014-09-05,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2014-10-06,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2014-10-06,CW,8,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2015-05-21,CW,999.9,C,99.99,999,99999,999.9
9961,ANNABESSACOOK L,1,2015-05-21,CW,7,C,99.99,999,99999,17.5
9961,ANNABESSACOOK L,2,2015-06-15,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2015-06-15,CW,6,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2015-07-06,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2015-07-06,CW,6,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2015-07-16,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2015-07-16,CW,6,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2015-08-11,CW,5.5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2015-08-11,CW,5.5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2015-09-09,CW,5,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2015-09-09,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2015-10-08,CW,6,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2015-10-08,CW,10,C,99.99,999,99999,22
9961,ANNABESSACOOK L,2,2016-05-04,CW,6,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2016-05-04,CW,10,C,99.99,999,99999,18.5
9961,ANNABESSACOOK L,1,2016-06-01,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2016-06-01,CW,4,C,99.99,999,99999,22.5
9961,ANNABESSACOOK L,1,2016-07-06,CW,6,C,99.99,999,99999,25.5
9961,ANNABESSACOOK L,2,2016-07-06,CW,5.5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2016-08-03,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2016-08-03,CW,5,C,99.99,999,99999,23
9961,ANNABESSACOOK L,1,2016-08-17,CW,999.9,C,99.99,999,99999,999.9
9961,ANNABESSACOOK L,2,2016-08-31,CW,5,C,99.99,999,99999,22.5
9961,ANNABESSACOOK L,1,2016-08-31,CW,7,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2016-09-29,CW,999.9,C,99.99,999,99999,999.9
9961,ANNABESSACOOK L,1,2016-09-29,CW,999.9,C,99.99,999,99999,999.9
9961,ANNABESSACOOK L,2,2016-10-19,CW,999.9,C,99.99,999,99999,999.9
9961,ANNABESSACOOK L,2,2017-05-12,CW,6,C,99.99,999,99999,18.5
9961,ANNABESSACOOK L,1,2017-05-12,CW,9,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2017-06-08,CW,6,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2017-06-08,CW,8,C,99.99,999,99999,19
9961,ANNABESSACOOK L,1,2017-07-06,CW,6,C,99.99,999,99999,20
9961,ANNABESSACOOK L,2,2017-07-06,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2017-07-19,CW,6,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2017-07-31,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2017-07-31,CW,5.5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2017-08-15,CW,6,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2017-08-30,CW,5.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2017-08-30,CW,6,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2017-09-27,CW,7,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2017-09-27,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2017-11-01,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2017-11-01,CW,9,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2018-05-21,CW,8,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2018-05-21,CW,6,C,99.99,999,99999,18.5
9961,ANNABESSACOOK L,1,2018-06-08,CW,7,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2018-06-08,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2018-06-20,CW,6,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2018-06-20,CW,5,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,1,2018-07-02,CW,7,C,99.99,999,99999,19
9961,ANNABESSACOOK L,2,2018-07-02,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2018-07-18,CW,6,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2018-07-18,CW,5.5,C,99.99,999,99999,22
9961,ANNABESSACOOK L,1,2018-08-01,CW,6,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2018-08-01,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2018-08-14,CW,4.5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2018-08-14,CW,5,C,8.37,6,100,21
9961,ANNABESSACOOK L,1,2018-08-29,CW,6,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2018-08-29,CW,5,C,99.99,999,99999,22.5
9961,ANNABESSACOOK L,1,2018-09-12,CW,7,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2018-09-12,CW,5.5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2018-09-25,CW,8,C,99.99,999,99999,22
9961,ANNABESSACOOK L,2,2018-09-25,CW,6,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2018-10-09,CW,9,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2018-10-09,CW,6,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2018-10-25,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2018-10-25,CW,9,C,99.99,999,99999,22
9961,ANNABESSACOOK L,2,2019-05-13,CW,5.5,C,99.99,999,99999,15
9961,ANNABESSACOOK L,1,2019-05-13,CW,9,C,99.99,999,99999,14.5
9961,ANNABESSACOOK L,2,2019-06-17,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2019-06-17,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,1,2019-07-08,CW,5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2019-07-08,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2019-08-06,CW,5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2019-08-06,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2019-09-05,CW,6.5,C,99.99,999,99999,21
9961,ANNABESSACOOK L,2,2019-09-05,CW,5.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2019-10-03,CW,5.5,C,99.99,999,99999,22
9961,ANNABESSACOOK L,1,2019-10-03,CW,8.5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,1,2020-06-18,CW,7,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2020-06-18,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2020-07-09,CW,6,C,99.99,999,99999,19.5
9961,ANNABESSACOOK L,2,2020-07-09,CW,5.5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2020-08-07,CW,5.5,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,2,2020-08-07,CW,5,C,99.99,999,99999,21.5
9961,ANNABESSACOOK L,2,2020-09-15,CW,5,C,99.99,999,99999,20
9961,ANNABESSACOOK L,1,2020-09-15,CW,8,C,99.99,999,99999,20.5
9961,ANNABESSACOOK L,1,2020-10-15,CW,9,C,99.99,999,99999,999.9
