MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,PROJECT,DEPTH,TEMP,OXYGEN,OXYMETH,Meter,Calib
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,0,19.6,9.4,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,1,19.6,9.3,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,2,19.6,9.4,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,3,19.6,9.4,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,4,19.3,9.4,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,5,18.7,9.4,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,6,15.3,8.5,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,7,14.8,8,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,8,13.3,6.3,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,9,12.9,5,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,10,12.7,4.7,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,11,12.6,4.4,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,12,12.6,4.2,M,,
9961,ANNABESSACOOK L,1,5/27/2021,CW,3,13,12.4,3,M,,
9961,ANNABESSACOOK L,1,5/28/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,6/4/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,6/12/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,0,22.9,8.4,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,1,22.9,8.4,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,2,22.8,8.4,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,3,22.8,8.4,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,4,22.7,8.4,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,5,21.5,7.1,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,6,19.8,6.2,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,7,17.5,3.9,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,8,15.7,1.8,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,9,14.3,0.7,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,10,13.9,0.3,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,11,13.4,0.2,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,12,13,0.2,M,,
9961,ANNABESSACOOK L,1,6/23/2021,CW,3,13,12.9,0.2,M,,
9961,ANNABESSACOOK L,1,7/1/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,7/11/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,7/27/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,0,24.9,9.3,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,1,24.5,9.4,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,2,23.4,9.6,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,3,23.2,9.6,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,4,23.1,9.5,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,5,22.2,5.9,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,5.5,21.4,4,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,6,21,3.2,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,7,19.7,1.1,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,7.5,19.1,0.3,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,8,18.2,0.3,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,9,15.8,0.3,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,10,14.5,0.3,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,11,13.5,0.3,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,12,13.3,0.4,M,,
9961,ANNABESSACOOK L,1,7/27/2021,CW,3,13,13.1,0.4,M,,
9961,ANNABESSACOOK L,1,8/8/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,0,25,10,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,1,24.9,10,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,2,24.8,10.1,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,3,24.5,10.2,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,4,22.5,8.9,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,5,22.1,7.3,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,6,21.7,5.1,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,7,20.7,2.3,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,8,18.7,0.2,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,9,16.2,0.3,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,10,15,0.3,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,11,14.1,0.3,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,12,13.4,0.3,M,,
9961,ANNABESSACOOK L,1,8/9/2021,CW,3,13,13.2,0.3,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,0,27.1,9.7,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,1,25.7,10.5,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,2,25.3,10.7,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,3,25,10.1,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,4,24.4,8.2,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,4.5,23.7,6.1,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,5,22.6,3,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,6,21.3,0.5,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,7,20.4,0.3,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,8,19,0.4,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,9,16.7,0.4,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,10,15.1,0.5,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,11,13.9,0.6,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,12,13.6,0.7,M,,
9961,ANNABESSACOOK L,1,8/25/2021,CW,3,13,13.4,0.7,M,,
9961,ANNABESSACOOK L,1,9/6/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,0,22.9,8.9,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,1,21.8,9.3,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,2,21.5,9.4,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,3,21.1,8.8,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,4,21,8.5,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,5,21,8.2,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,6,20.9,8.3,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,7,20.8,8,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,8,20.6,6.5,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,9,17.4,0.3,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,10,14.9,0.3,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,11,14.2,0.3,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,12,13.8,0.3,M,,
9961,ANNABESSACOOK L,1,9/14/2021,CW,3,13,13.6,0.3,M,,
9961,ANNABESSACOOK L,1,9/25/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,0,20.7,9,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,1,18.4,9,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,2,18,8.6,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,3,18,8,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,4,17.9,7.7,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,5,17.9,7.2,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,6,17.9,6.9,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,7,17.8,6.7,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,8,17.7,6.2,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,9,17.5,5.6,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,10,17.1,2.8,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,10.5,15.2,0.4,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,11,14.4,0.4,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,12,13.8,0.5,M,,
9961,ANNABESSACOOK L,1,10/6/2021,CW,3,13,13.5,0.5,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,0,21.1,9.4,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,1,21.1,9.4,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,2,20.9,9.4,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,3,20.4,9.4,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,4,20.1,9.2,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,5,17.5,8.3,M,,
9961,ANNABESSACOOK L,2,5/27/2021,CW,3,6,15.5,5.7,M,,
9961,ANNABESSACOOK L,2,6/4/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,2,6/15/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,0,23.9,8.5,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,1,23.8,8.4,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,2,23.6,8.3,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,3,23.4,8.3,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,4,22.8,8.2,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,5,20.9,6.6,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,6,19.6,3.9,M,,
9961,ANNABESSACOOK L,2,6/23/2021,CW,3,999.9,99.9,99.9,M,,
9961,ANNABESSACOOK L,2,7/11/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,2,7/27/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,0,25.8,9.8,M,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,1,25.4,9.9,M,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,2,23.9,10.3,M,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,3,23.4,9.7,M,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,4,23,8.4,M,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,5,22,5.1,M,,
9961,ANNABESSACOOK L,2,7/27/2021,CW,3,6,21.2,2.2,M,,
9961,ANNABESSACOOK L,2,8/17/2021,EI,3,,,,,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,0,28.4,10.2,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,1,27.6,10.4,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,2,26.1,11.4,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,3,25.1,11,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,4,24.2,7.4,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,4.5,23.3,5,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,5,22.6,2.5,M,,
9961,ANNABESSACOOK L,2,8/25/2021,CW,3,6,21.4,0.3,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,0,23.1,8.5,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,1,22.6,8.8,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,2,21.4,9.1,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,3,21.3,8.3,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,4,21.2,7.8,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,5,21.1,5.3,M,,
9961,ANNABESSACOOK L,2,9/14/2021,CW,3,6,20.9,5.1,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,0,20.2,8.8,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,1,18.6,9.8,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,2,17.9,10,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,3,17.7,9.1,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,4,17.6,8.9,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,5,17.5,8.3,M,,
9961,ANNABESSACOOK L,2,10/6/2021,CW,3,6,17.5,7.8,M,,
9961,ANNABESSACOOK L,2,10/9/2021,EI,3,,,,,,
3828,BERRY P,1,5/26/2021,CW,3,0,22.2,8.4,M,,
3828,BERRY P,1,5/26/2021,CW,3,1,22.2,8.4,M,,
3828,BERRY P,1,5/26/2021,CW,3,2,22.1,8.4,M,,
3828,BERRY P,1,5/26/2021,CW,3,3,22.1,8.3,M,,
3828,BERRY P,1,5/26/2021,CW,3,4,15.3,8,M,,
3828,BERRY P,1,5/26/2021,CW,3,5,13.6,6.6,M,,
3828,BERRY P,1,5/26/2021,CW,3,6,12.4,5.1,M,,
3828,BERRY P,1,5/26/2021,CW,3,7,12,3.9,M,,
3828,BERRY P,1,5/26/2021,CW,3,8,11.8,3.1,M,,
3828,BERRY P,1,5/26/2021,CW,3,9,11.5,1.3,M,,
3828,BERRY P,1,7/1/2021,CW,3,0,27.4,7.8,M,,
3828,BERRY P,1,7/1/2021,CW,3,1,27.4,7.9,M,,
3828,BERRY P,1,7/1/2021,CW,3,2,25.8,8,M,,
3828,BERRY P,1,7/1/2021,CW,3,3,23.9,7.7,M,,
3828,BERRY P,1,7/1/2021,CW,3,4,21.3,6,M,,
3828,BERRY P,1,7/1/2021,CW,3,4.5,18.7,2.1,M,,
3828,BERRY P,1,7/1/2021,CW,3,5,16.4,1.1,M,,
3828,BERRY P,1,7/1/2021,CW,3,6,13.3,0.4,M,,
3828,BERRY P,1,7/1/2021,CW,3,7,12.2,0.2,M,,
3828,BERRY P,1,7/1/2021,CW,3,8,11.9,0.2,M,,
3828,BERRY P,1,7/29/2021,CW,3,0,24.7,8.3,M,,
3828,BERRY P,1,7/29/2021,CW,3,1,24.7,8.3,M,,
3828,BERRY P,1,7/29/2021,CW,3,2,24.6,8.3,M,,
3828,BERRY P,1,7/29/2021,CW,3,3,23.6,8.1,M,,
3828,BERRY P,1,7/29/2021,CW,3,4,20.9,4,M,,
3828,BERRY P,1,7/29/2021,CW,3,5,18,0.5,M,,
3828,BERRY P,1,7/29/2021,CW,3,6,14.7,0.3,M,,
3828,BERRY P,1,7/29/2021,CW,3,7,12.7,0.2,M,,
3828,BERRY P,1,7/29/2021,CW,3,8,12.3,0.3,M,,
3828,BERRY P,1,8/31/2021,CW,3,0,24.8,9.3,M,,
3828,BERRY P,1,8/31/2021,CW,3,1,24.7,9.1,M,,
3828,BERRY P,1,8/31/2021,CW,3,2,24.4,9.2,M,,
3828,BERRY P,1,8/31/2021,CW,3,3,24,9.1,M,,
3828,BERRY P,1,8/31/2021,CW,3,4,23.4,8,M,,
3828,BERRY P,1,8/31/2021,CW,3,5,20,0.4,M,,
3828,BERRY P,1,8/31/2021,CW,3,6,16.1,0.3,M,,
3828,BERRY P,1,8/31/2021,CW,3,7,13.6,0.3,M,,
3828,BERRY P,1,8/31/2021,CW,3,8,12.5,0.3,M,,
3828,BERRY P,1,10/5/2021,CW,3,0,18,7.9,M,,
3828,BERRY P,1,10/5/2021,CW,3,1,17.2,7.9,M,,
3828,BERRY P,1,10/5/2021,CW,3,2,17.1,7.9,M,,
3828,BERRY P,1,10/5/2021,CW,3,3,17,7.8,M,,
3828,BERRY P,1,10/5/2021,CW,3,4,17,7.9,M,,
3828,BERRY P,1,10/5/2021,CW,3,5,16.8,7.5,M,,
3828,BERRY P,1,10/5/2021,CW,3,6,16.6,7.1,M,,
3828,BERRY P,1,10/5/2021,CW,3,7,15.3,0.3,M,,
3828,BERRY P,1,10/5/2021,CW,3,8,12.9,0.3,M,,
5242,BUKER P,1,6/18/2021,CW,3,0,23.6,8.7,M,,
5242,BUKER P,1,6/18/2021,CW,3,1,23.4,8.6,M,,
5242,BUKER P,1,6/18/2021,CW,3,2,22.2,8.4,M,,
5242,BUKER P,1,6/18/2021,CW,3,3,21.6,8.5,M,,
5242,BUKER P,1,6/18/2021,CW,3,4,16.4,11.4,M,,
5242,BUKER P,1,6/18/2021,CW,3,5,12.7,4.6,M,,
5242,BUKER P,1,6/18/2021,CW,3,6,10.5,0.3,M,,
5242,BUKER P,1,6/18/2021,CW,3,7,9.9,0.2,M,,
5242,BUKER P,1,6/18/2021,CW,3,8,9.6,0.2,M,,
5242,BUKER P,1,7/28/2021,CW,3,0,25.4,8.2,M,,
5242,BUKER P,1,7/28/2021,CW,3,1,25.4,8.2,M,,
5242,BUKER P,1,7/28/2021,CW,3,2,24.4,8.5,M,,
5242,BUKER P,1,7/28/2021,CW,3,3,22.2,7.9,M,,
5242,BUKER P,1,7/28/2021,CW,3,4,19.6,5.2,M,,
5242,BUKER P,1,7/28/2021,CW,3,5,15.3,0.5,M,,
5242,BUKER P,1,7/28/2021,CW,3,6,12.1,0.2,M,,
5242,BUKER P,1,7/28/2021,CW,3,7,11,0.2,M,,
5242,BUKER P,1,7/28/2021,CW,3,8,10.3,0.3,M,,
5242,BUKER P,1,8/24/2021,CW,3,0,29.2,7.6,M,,
5242,BUKER P,1,8/24/2021,CW,3,1,25.9,7.9,M,,
5242,BUKER P,1,8/24/2021,CW,3,2,25.4,7.9,M,,
5242,BUKER P,1,8/24/2021,CW,3,3,24.6,7.1,M,,
5242,BUKER P,1,8/24/2021,CW,3,4,20.9,2.4,M,,
5242,BUKER P,1,8/24/2021,CW,3,5,16.4,0.7,M,,
5242,BUKER P,1,8/24/2021,CW,3,6,13,0.6,M,,
5242,BUKER P,1,8/24/2021,CW,3,7,11.3,0.5,M,,
5242,BUKER P,1,8/24/2021,CW,3,8,10.6,0.5,M,,
5242,BUKER P,1,10/7/2021,CW,3,0,19.1,8.3,M,,
5242,BUKER P,1,10/7/2021,CW,3,1,17.6,8.3,M,,
5242,BUKER P,1,10/7/2021,CW,3,2,17.3,8.3,M,,
5242,BUKER P,1,10/7/2021,CW,3,3,17.2,8.1,M,,
5242,BUKER P,1,10/7/2021,CW,3,4,17,7.5,M,,
5242,BUKER P,1,10/7/2021,CW,3,5,16.6,5.7,M,,
5242,BUKER P,1,10/7/2021,CW,3,6,15.2,0.9,M,,
5242,BUKER P,1,10/7/2021,CW,3,7,12.3,0.3,M,,
5242,BUKER P,1,10/7/2021,CW,3,8,11.3,0.3,M,,
5310,CARLTON P,1,6/11/2021,CW,3,0,22.6,8.7,M,,
5310,CARLTON P,1,6/11/2021,CW,3,1,22.6,8.6,M,,
5310,CARLTON P,1,6/11/2021,CW,3,2,22.6,8.6,M,,
5310,CARLTON P,1,6/11/2021,CW,3,3,22.5,8.7,M,,
5310,CARLTON P,1,6/11/2021,CW,3,4,18.4,9.6,M,,
5310,CARLTON P,1,6/11/2021,CW,3,5,14.6,9.9,M,,
5310,CARLTON P,1,6/11/2021,CW,3,6,12.3,9.9,M,,
5310,CARLTON P,1,6/11/2021,CW,3,7,10.5,9.5,M,,
5310,CARLTON P,1,6/11/2021,CW,3,8,9.2,9.9,M,,
5310,CARLTON P,1,6/11/2021,CW,3,9,8.8,8.7,M,,
5310,CARLTON P,1,6/11/2021,CW,3,10,8.3,8.5,M,,
5310,CARLTON P,1,6/11/2021,CW,3,11,8.2,8.4,M,,
5310,CARLTON P,1,6/11/2021,CW,3,12,8.1,8.4,M,,
5310,CARLTON P,1,6/11/2021,CW,3,13,8.1,8.3,M,,
5310,CARLTON P,1,6/11/2021,CW,3,14,8,8.3,M,,
5310,CARLTON P,1,6/11/2021,CW,3,15,7.9,8,M,,
5310,CARLTON P,1,6/11/2021,CW,3,16,7.8,7.5,M,,
5310,CARLTON P,1,6/11/2021,CW,3,17,7.7,7.5,M,,
5310,CARLTON P,1,6/11/2021,CW,3,18,7.7,7.5,M,,
5310,CARLTON P,1,6/11/2021,CW,3,19,7.7,7.4,M,,
5310,CARLTON P,1,7/8/2021,CW,3,0,21.7,9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,1,21.7,8.9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,2,21.7,8.9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,3,21.7,8.9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,4,21.6,8.9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,5,21.2,8.9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,6,15.7,10,M,,
5310,CARLTON P,1,7/8/2021,CW,3,7,11,8.6,M,,
5310,CARLTON P,1,7/8/2021,CW,3,8,9.6,7.9,M,,
5310,CARLTON P,1,7/8/2021,CW,3,9,8.9,7,M,,
5310,CARLTON P,1,7/8/2021,CW,3,10,8.5,6.8,M,,
5310,CARLTON P,1,7/8/2021,CW,3,11,8.4,6.7,M,,
5310,CARLTON P,1,7/8/2021,CW,3,12,8.2,6.6,M,,
5310,CARLTON P,1,7/8/2021,CW,3,13,8,6.2,M,,
5310,CARLTON P,1,7/8/2021,CW,3,14,7.9,5.5,M,,
5310,CARLTON P,1,7/8/2021,CW,3,15,7.9,5.4,M,,
5310,CARLTON P,1,7/8/2021,CW,3,16,7.8,4.8,M,,
5310,CARLTON P,1,7/8/2021,CW,3,17,7.8,4.8,M,,
5310,CARLTON P,1,7/8/2021,CW,3,18,7.8,4.5,M,,
5310,CARLTON P,1,8/2/2021,CW,3,0,23,8.7,M,,
5310,CARLTON P,1,8/2/2021,CW,3,1,23,8.7,M,,
5310,CARLTON P,1,8/2/2021,CW,3,2,22.8,8.7,M,,
5310,CARLTON P,1,8/2/2021,CW,3,3,22.4,8.7,M,,
5310,CARLTON P,1,8/2/2021,CW,3,4,22.3,8.8,M,,
5310,CARLTON P,1,8/2/2021,CW,3,5,22.1,8.7,M,,
5310,CARLTON P,1,8/2/2021,CW,3,6,17.4,8.7,M,,
5310,CARLTON P,1,8/2/2021,CW,3,7,12.8,7.6,M,,
5310,CARLTON P,1,8/2/2021,CW,3,8,10.7,6.4,M,,
5310,CARLTON P,1,8/2/2021,CW,3,9,9.1,5.4,M,,
5310,CARLTON P,1,8/2/2021,CW,3,10,8.7,5.1,M,,
5310,CARLTON P,1,8/2/2021,CW,3,11,8.5,5.2,M,,
5310,CARLTON P,1,8/2/2021,CW,3,12,8.4,5,M,,
5310,CARLTON P,1,8/2/2021,CW,3,13,8.2,4.5,M,,
5310,CARLTON P,1,8/2/2021,CW,3,14,8.1,3.9,M,,
5310,CARLTON P,1,8/2/2021,CW,3,15,8,3.6,M,,
5310,CARLTON P,1,8/2/2021,CW,3,16,7.9,3.2,M,,
5310,CARLTON P,1,8/2/2021,CW,3,17,7.9,3,M,,
5310,CARLTON P,1,8/2/2021,CW,3,18,7.9,2.8,M,,
5310,CARLTON P,1,9/13/2021,CW,3,0,21.7,8.5,M,,
5310,CARLTON P,1,9/13/2021,CW,3,1,21.7,8.5,M,,
5310,CARLTON P,1,9/13/2021,CW,3,2,21.7,8.5,M,,
5310,CARLTON P,1,9/13/2021,CW,3,3,21.7,8.5,M,,
5310,CARLTON P,1,9/13/2021,CW,3,4,21.4,8.5,M,,
5310,CARLTON P,1,9/13/2021,CW,3,5,21.2,8.4,M,,
5310,CARLTON P,1,9/13/2021,CW,3,6,20.4,7.9,M,,
5310,CARLTON P,1,9/13/2021,CW,3,7,15.1,5.9,M,,
5310,CARLTON P,1,9/13/2021,CW,3,8,11.8,4.1,M,,
5310,CARLTON P,1,9/13/2021,CW,3,9,10.1,2.6,M,,
5310,CARLTON P,1,9/13/2021,CW,3,10,9.1,2.6,M,,
5310,CARLTON P,1,9/13/2021,CW,3,11,8.8,2.5,M,,
5310,CARLTON P,1,9/13/2021,CW,3,12,8.5,2.4,M,,
5310,CARLTON P,1,9/13/2021,CW,3,13,8.3,2.1,M,,
5310,CARLTON P,1,9/13/2021,CW,3,14,8.1,0.9,M,,
5310,CARLTON P,1,9/13/2021,CW,3,15,7.9,0.3,M,,
5310,CARLTON P,1,9/13/2021,CW,3,16,7.9,0.3,M,,
5310,CARLTON P,1,9/13/2021,CW,3,17,7.9,0.3,M,,
5310,CARLTON P,1,10/14/2021,CW,3,0,18,9.9,M,,
5310,CARLTON P,1,10/14/2021,CW,3,1,17.9,9.9,M,,
5310,CARLTON P,1,10/14/2021,CW,3,2,17.9,9.9,M,,
5310,CARLTON P,1,10/14/2021,CW,3,3,17.9,9.9,M,,
5310,CARLTON P,1,10/14/2021,CW,3,4,17.8,10,M,,
5310,CARLTON P,1,10/14/2021,CW,3,5,17.4,9.9,M,,
5310,CARLTON P,1,10/14/2021,CW,3,6,17.3,9.7,M,,
5310,CARLTON P,1,10/14/2021,CW,3,7,17.3,9.6,M,,
5310,CARLTON P,1,10/14/2021,CW,3,8,13.5,2.2,M,,
5310,CARLTON P,1,10/14/2021,CW,3,9,11,1.3,M,,
5310,CARLTON P,1,10/14/2021,CW,3,10,9.4,1.3,M,,
5310,CARLTON P,1,10/14/2021,CW,3,11,9.1,1.3,M,,
5310,CARLTON P,1,10/14/2021,CW,3,12,8.7,0.9,M,,
5310,CARLTON P,1,10/14/2021,CW,3,13,8.4,0.7,M,,
5310,CARLTON P,1,10/14/2021,CW,3,14,8.1,0.3,M,,
5310,CARLTON P,1,10/14/2021,CW,3,15,8,0.3,M,,
5310,CARLTON P,1,10/14/2021,CW,3,16,7.9,0.4,M,,
5310,CARLTON P,1,10/14/2021,CW,3,17,7.9,0.4,M,,
5310,CARLTON P,1,10/14/2021,CW,3,18,7.9,0.4,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,0,27.5,8.5,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,1,27.5,8.4,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,2,25,9.4,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,3,22.5,9.1,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,3.6,20.1,10.8,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,4,17.3,4.4,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,4.5,14.6,0.9,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,5,12.9,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,6,10.9,0.2,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,7,10,0.2,M,,
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,8,9.4,0.2,M,,
