MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TEMP,OXYGEN,OXYMETH
5312,MARANACOOK L,1,6/26/2002,CW,1,20.7,9.9,M
5312,MARANACOOK L,1,6/26/2002,CW,2,20.4,10,M
5312,MARANACOOK L,1,6/26/2002,CW,3,20,10,M
5312,MARANACOOK L,1,6/26/2002,CW,4,19.6,10,M
5312,MARANACOOK L,1,6/26/2002,CW,5,18.4,10.2,M
5312,MARANACOOK L,1,6/26/2002,CW,6,17.3,10.1,M
5312,MARANACOOK L,1,6/26/2002,CW,7,16.3,9.5,M
5312,MARANACOOK L,1,6/26/2002,CW,8,15.4,8.9,M
5312,MARANACOOK L,1,6/26/2002,CW,9,13.8,8.3,M
5312,MARANACOOK L,1,6/26/2002,CW,10,13,8.4,M
5312,MARANACOOK L,1,6/26/2002,CW,11,12.1,8.5,M
5312,MARANACOOK L,1,6/26/2002,CW,12,11.3,8.4,M
5312,MARANACOOK L,1,6/26/2002,CW,13,10.9,8.8,M
5312,MARANACOOK L,1,6/26/2002,CW,14,10.5,8.9,M
5312,MARANACOOK L,1,6/26/2002,CW,15,9.9,9.1,M
5312,MARANACOOK L,1,6/26/2002,CW,16,9.4,9.2,M
5312,MARANACOOK L,1,6/26/2002,CW,17,9,9.4,M
5312,MARANACOOK L,1,6/26/2002,CW,18,8.7,9.5,M
5312,MARANACOOK L,1,6/26/2002,CW,19,8.5,9.6,M
5312,MARANACOOK L,1,6/26/2002,CW,20,8.3,9.7,M
5312,MARANACOOK L,1,6/26/2002,CW,21,8.1,9.6,M
5312,MARANACOOK L,1,6/26/2002,CW,22,8.1,9.6,M
5312,MARANACOOK L,1,6/26/2002,CW,23,8,9.5,M
5312,MARANACOOK L,1,6/26/2002,CW,24,8,9.5,M
5312,MARANACOOK L,1,6/26/2002,CW,25,8,9.5,M
5312,MARANACOOK L,1,6/26/2002,CW,26,7.9,9.4,M
5312,MARANACOOK L,1,6/26/2002,CW,27,7.9,9.3,M
5312,MARANACOOK L,1,6/26/2002,CW,28,7.9,9.3,M
5312,MARANACOOK L,1,6/26/2002,CW,29,7.8,9.2,M
5312,MARANACOOK L,1,6/26/2002,CW,30,7.8,9.1,M
5312,MARANACOOK L,1,6/26/2002,CW,31,7.8,9.1,M
5312,MARANACOOK L,1,6/26/2002,CW,32,7.8,9,M
5312,MARANACOOK L,1,6/26/2002,CW,33,7.8,8.9,M
5312,MARANACOOK L,1,6/26/2002,CW,34,7.8,8.9,M
5312,MARANACOOK L,1,6/26/2002,CW,35,7.7,8.7,M
5312,MARANACOOK L,1,6/26/2002,CW,36,7.7,8.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,0,24.1,8.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,1,24.1,8.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,2,23.9,8.6,M
5312,MARANACOOK L,1,7/31/2002,Cw,3,23.6,8.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,4,22.9,8.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,5,22.7,8.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,6,21.1,9.1,M
5312,MARANACOOK L,1,7/31/2002,Cw,7,17.2,7.7,M
5312,MARANACOOK L,1,7/31/2002,Cw,8,15.6,6,M
5312,MARANACOOK L,1,7/31/2002,Cw,9,14.1,5.4,M
5312,MARANACOOK L,1,7/31/2002,Cw,10,13.5,5.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,11,12.8,5.4,M
5312,MARANACOOK L,1,7/31/2002,Cw,12,12.1,5.4,M
5312,MARANACOOK L,1,7/31/2002,Cw,13,11.4,5.8,M
5312,MARANACOOK L,1,7/31/2002,Cw,14,11,5.9,M
5312,MARANACOOK L,1,7/31/2002,Cw,15,10.5,6.3,M
5312,MARANACOOK L,1,7/31/2002,Cw,16,9.7,6.7,M
5312,MARANACOOK L,1,7/31/2002,Cw,17,9,6.9,M
5312,MARANACOOK L,1,7/31/2002,Cw,18,8.9,7,M
5312,MARANACOOK L,1,7/31/2002,Cw,19,8.7,7,M
5312,MARANACOOK L,1,7/31/2002,Cw,20,8.6,7.2,M
5312,MARANACOOK L,1,7/31/2002,Cw,21,8.4,7.1,M
5312,MARANACOOK L,1,7/31/2002,Cw,22,8.3,7.1,M
5312,MARANACOOK L,1,7/31/2002,Cw,23,8.3,7.2,M
5312,MARANACOOK L,1,7/31/2002,Cw,24,8.2,7.1,M
5312,MARANACOOK L,1,7/31/2002,Cw,25,8.2,7.2,M
5312,MARANACOOK L,1,7/31/2002,Cw,26,8.1,7.1,M
5312,MARANACOOK L,1,7/31/2002,Cw,27,8.1,7.1,M
5312,MARANACOOK L,1,7/31/2002,Cw,28,8,7,M
5312,MARANACOOK L,1,7/31/2002,Cw,29,8,6.8,M
5312,MARANACOOK L,1,7/31/2002,Cw,30,8,6.6,M
5312,MARANACOOK L,1,7/31/2002,Cw,31,7.9,6.5,M
5312,MARANACOOK L,1,7/31/2002,Cw,32,7.9,6.4,M
5312,MARANACOOK L,1,7/31/2002,Cw,33,7.9,6.3,M
5312,MARANACOOK L,1,7/31/2002,Cw,34,7.9,5.8,M
5312,MARANACOOK L,1,7/31/2002,Cw,35,7.8,5.2,M
5312,MARANACOOK L,1,7/31/2002,Cw,36,7.8,4.3,M
5312,MARANACOOK L,1,7/31/2002,Cw,37,7.6,1.4,M
5312,MARANACOOK L,1,8/21/2002,CW,0,25.7,7.5,M
5312,MARANACOOK L,1,8/21/2002,CW,1,25.7,7.5,M
5312,MARANACOOK L,1,8/21/2002,CW,2,25.6,7.4,M
5312,MARANACOOK L,1,8/21/2002,CW,3,25.6,7.3,M
5312,MARANACOOK L,1,8/21/2002,CW,4,25.6,7.4,M
5312,MARANACOOK L,1,8/21/2002,CW,5,25.5,7.4,M
5312,MARANACOOK L,1,8/21/2002,CW,6,23.4,7.5,M
5312,MARANACOOK L,1,8/21/2002,CW,7,19.8,7.2,M
5312,MARANACOOK L,1,8/21/2002,CW,8,17.2,6.3,M
5312,MARANACOOK L,1,8/21/2002,CW,9,15.1,5.2,M
5312,MARANACOOK L,1,8/21/2002,CW,10,14,5.1,M
5312,MARANACOOK L,1,8/21/2002,CW,11,13,4.9,M
5312,MARANACOOK L,1,8/21/2002,CW,12,12.2,5,M
5312,MARANACOOK L,1,8/21/2002,CW,13,11.7,5,M
5312,MARANACOOK L,1,8/21/2002,CW,14,10.8,5.5,M
5312,MARANACOOK L,1,8/21/2002,CW,15,10,5.8,M
5312,MARANACOOK L,1,8/21/2002,CW,16,9.5,6.2,M
5312,MARANACOOK L,1,8/21/2002,CW,17,9.1,6.5,M
5312,MARANACOOK L,1,8/21/2002,CW,18,8.8,6.7,M
5312,MARANACOOK L,1,8/21/2002,CW,19,8.6,6.5,M
5312,MARANACOOK L,1,8/21/2002,CW,20,8.5,6.6,M
5312,MARANACOOK L,1,8/21/2002,CW,21,8.4,6.6,M
5312,MARANACOOK L,1,8/21/2002,CW,22,8.3,6.7,M
5312,MARANACOOK L,1,8/21/2002,CW,23,8.2,6.6,M
5312,MARANACOOK L,1,8/21/2002,CW,24,8.1,7.1,M
5312,MARANACOOK L,1,8/21/2002,CW,25,8.1,7.5,M
5312,MARANACOOK L,1,8/21/2002,CW,26,8,7.3,M
5312,MARANACOOK L,1,8/21/2002,CW,27,8,7.2,M
5312,MARANACOOK L,1,8/21/2002,CW,28,7.9,6.9,M
5312,MARANACOOK L,1,8/21/2002,CW,29,7.9,6.8,M
5312,MARANACOOK L,1,8/21/2002,CW,30,7.8,6.8,M
5312,MARANACOOK L,1,8/21/2002,CW,31,7.8,6.6,M
5312,MARANACOOK L,1,8/21/2002,CW,32,7.8,6.4,M
5312,MARANACOOK L,1,8/21/2002,CW,33,7.8,6.3,M
5312,MARANACOOK L,1,8/21/2002,CW,34,7.8,6.2,M
5312,MARANACOOK L,1,8/21/2002,CW,35,7.8,5.9,M
5312,MARANACOOK L,1,8/21/2002,CW,36,7.8,5.9,M
5312,MARANACOOK L,1,8/21/2002,CW,37,7.8,5.5,M
5312,MARANACOOK L,1,8/21/2002,CW,38,7.8,5.2,M
5312,MARANACOOK L,1,9/26/2002,CW,0,20.2,8.4,M
5312,MARANACOOK L,1,9/26/2002,CW,1,20.1,8.5,M
5312,MARANACOOK L,1,9/26/2002,CW,2,20.1,8.5,M
5312,MARANACOOK L,1,9/26/2002,CW,3,20.1,8.5,M
5312,MARANACOOK L,1,9/26/2002,CW,4,20.1,8.5,M
5312,MARANACOOK L,1,9/26/2002,CW,5,20,8.5,M
5312,MARANACOOK L,1,9/26/2002,CW,6,20,8.4,M
5312,MARANACOOK L,1,9/26/2002,CW,7,20,8.4,M
5312,MARANACOOK L,1,9/26/2002,CW,8,19.7,8.1,M
5312,MARANACOOK L,1,9/26/2002,CW,9,18.2,5.7,M
5312,MARANACOOK L,1,9/26/2002,CW,10,15.1,3.2,M
5312,MARANACOOK L,1,9/26/2002,CW,11,13.7,3.3,M
5312,MARANACOOK L,1,9/26/2002,CW,12,12.7,3.4,M
5312,MARANACOOK L,1,9/26/2002,CW,13,12,3.5,M
5312,MARANACOOK L,1,9/26/2002,CW,14,11.5,3.8,M
5312,MARANACOOK L,1,9/26/2002,CW,15,10.4,4.4,M
5312,MARANACOOK L,1,9/26/2002,CW,16,9.6,4.9,M
5312,MARANACOOK L,1,9/26/2002,CW,17,9.2,5,M
5312,MARANACOOK L,1,9/26/2002,CW,18,9,5.1,M
5312,MARANACOOK L,1,9/26/2002,CW,19,8.6,5.2,M
5312,MARANACOOK L,1,9/26/2002,CW,20,8.6,5.1,M
5312,MARANACOOK L,1,9/26/2002,CW,21,8.5,5.1,M
5312,MARANACOOK L,1,9/26/2002,CW,22,8.4,5,M
5312,MARANACOOK L,1,9/26/2002,CW,23,8.3,5,M
5312,MARANACOOK L,1,9/26/2002,CW,24,8.3,5,M
5312,MARANACOOK L,1,9/26/2002,CW,25,8.2,4.9,M
5312,MARANACOOK L,1,9/26/2002,CW,26,8.1,4.9,M
5312,MARANACOOK L,1,9/26/2002,CW,27,8.1,4.8,M
5312,MARANACOOK L,1,9/26/2002,CW,28,8.1,4.6,M
5312,MARANACOOK L,1,9/26/2002,CW,29,8,4.4,M
5312,MARANACOOK L,1,9/26/2002,CW,30,8,4.2,M
5312,MARANACOOK L,1,9/26/2002,CW,31,7.9,3.9,M
5312,MARANACOOK L,1,9/26/2002,CW,32,7.9,3.8,M
5312,MARANACOOK L,1,9/26/2002,CW,33,7.9,3.6,M
5312,MARANACOOK L,1,9/26/2002,CW,34,7.9,3.3,M
5312,MARANACOOK L,1,9/26/2002,CW,35,7.9,3.2,M
5312,MARANACOOK L,1,9/26/2002,CW,36,7.8,1.9,M
5312,MARANACOOK L,1,10/30/2002,CW,0,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,1,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,2,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,3,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,4,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,5,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,6,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,7,10.4,9.6,M
5312,MARANACOOK L,1,10/30/2002,CW,8,10.4,9.5,M
5312,MARANACOOK L,1,10/30/2002,CW,9,10.4,9.4,M
5312,MARANACOOK L,1,10/30/2002,CW,10,10.4,9.4,M
5312,MARANACOOK L,1,10/30/2002,CW,11,10.4,9.4,M
5312,MARANACOOK L,1,10/30/2002,CW,12,10.4,9.4,M
5312,MARANACOOK L,1,10/30/2002,CW,13,10.4,9.4,M
5312,MARANACOOK L,1,10/30/2002,CW,14,10.3,9.3,M
5312,MARANACOOK L,1,10/30/2002,CW,15,10.2,9.2,M
5312,MARANACOOK L,1,10/30/2002,CW,16,10.2,9.2,M
5312,MARANACOOK L,1,10/30/2002,CW,17,10.2,9.2,M
5312,MARANACOOK L,1,10/30/2002,CW,18,10.1,9.2,M
5312,MARANACOOK L,1,10/30/2002,CW,19,9.7,8.2,M
5312,MARANACOOK L,1,10/30/2002,CW,20,8.8,4.2,M
5312,MARANACOOK L,1,10/30/2002,CW,21,8.6,4.3,M
5312,MARANACOOK L,1,10/30/2002,CW,22,8.6,4.2,M
5312,MARANACOOK L,1,10/30/2002,CW,23,8.3,4.2,M
5312,MARANACOOK L,1,10/30/2002,CW,24,8.2,4.2,M
5312,MARANACOOK L,1,10/30/2002,CW,25,8.1,4,M
5312,MARANACOOK L,1,10/30/2002,CW,26,8.1,3.9,M
5312,MARANACOOK L,1,10/30/2002,CW,27,8.1,3.7,M
5312,MARANACOOK L,1,10/30/2002,CW,28,8,3.6,M
5312,MARANACOOK L,1,10/30/2002,CW,29,8,3.6,M
5312,MARANACOOK L,1,10/30/2002,CW,30,8,3.3,M
5312,MARANACOOK L,1,10/30/2002,CW,31,8,3.2,M
5312,MARANACOOK L,1,10/30/2002,CW,32,7.9,3,M
5312,MARANACOOK L,1,10/30/2002,CW,33,8.3,3,M
5312,MARANACOOK L,1,10/30/2002,CW,34,8.2,2.9,M
5312,MARANACOOK L,1,10/30/2002,CW,35,8.1,1.7,M
5312,MARANACOOK L,1,10/30/2002,CW,36,8.2,1.5,M
5312,MARANACOOK L,1,5/16/2003,CW,0,11.6,11.3,M
5312,MARANACOOK L,1,5/16/2003,CW,1,11.5,11.2,M
5312,MARANACOOK L,1,5/16/2003,CW,2,11.4,11.3,M
5312,MARANACOOK L,1,5/16/2003,CW,3,11.2,11.3,M
5312,MARANACOOK L,1,5/16/2003,CW,4,11.2,11.4,M
5312,MARANACOOK L,1,5/16/2003,CW,5,11,11.5,M
5312,MARANACOOK L,1,5/16/2003,CW,6,10.4,11.3,M
5312,MARANACOOK L,1,5/16/2003,CW,7,10,11,M
5312,MARANACOOK L,1,5/16/2003,CW,8,9.6,10.6,M
5312,MARANACOOK L,1,5/16/2003,CW,9,9,10.5,M
5312,MARANACOOK L,1,5/16/2003,CW,10,8.4,10.3,M
5312,MARANACOOK L,1,5/16/2003,CW,11,8.3,10.3,M
5312,MARANACOOK L,1,5/16/2003,CW,12,8.1,10.4,M
5312,MARANACOOK L,1,5/16/2003,CW,13,8.1,10.4,M
5312,MARANACOOK L,1,5/16/2003,CW,14,7.9,10.3,M
5312,MARANACOOK L,1,5/16/2003,CW,15,7.7,10.4,M
5312,MARANACOOK L,1,5/16/2003,CW,16,7.6,10.3,M
5312,MARANACOOK L,1,5/16/2003,CW,17,7.4,10.2,M
5312,MARANACOOK L,1,5/16/2003,CW,18,7.3,10.2,M
5312,MARANACOOK L,1,5/16/2003,CW,19,7.3,10.1,M
5312,MARANACOOK L,1,5/16/2003,CW,20,7.2,10.2,M
5312,MARANACOOK L,1,5/16/2003,CW,21,7,10.2,M
5312,MARANACOOK L,1,5/16/2003,CW,22,7,10.1,M
5312,MARANACOOK L,1,5/16/2003,CW,23,6.9,10,M
5312,MARANACOOK L,1,5/16/2003,CW,24,6.8,10,M
5312,MARANACOOK L,1,5/16/2003,CW,25,6.7,9.9,M
5312,MARANACOOK L,1,5/16/2003,CW,26,6.7,9.9,M
5312,MARANACOOK L,1,5/16/2003,CW,27,6.7,9.9,M
5312,MARANACOOK L,1,5/16/2003,CW,28,6.7,9.8,M
5312,MARANACOOK L,1,5/16/2003,CW,29,6.6,9.8,M
5312,MARANACOOK L,1,5/16/2003,CW,30,6.6,9.8,M
5312,MARANACOOK L,1,5/16/2003,CW,31,6.6,9.8,M
5312,MARANACOOK L,1,5/16/2003,CW,32,6.6,9.8,M
5312,MARANACOOK L,1,5/16/2003,CW,33,6.5,9.7,M
5312,MARANACOOK L,1,5/16/2003,CW,34,6.5,9.8,M
5312,MARANACOOK L,1,5/16/2003,CW,35,6.5,9.7,M
5312,MARANACOOK L,1,5/16/2003,CW,36,6.5,9.7,M
5312,MARANACOOK L,1,6/9/2003,CW,0,16.8,9.5,M
5312,MARANACOOK L,1,6/9/2003,CW,1,16.8,9.5,M
5312,MARANACOOK L,1,6/9/2003,CW,2,16.8,9.5,M
5312,MARANACOOK L,1,6/9/2003,CW,3,16.8,9.5,M
5312,MARANACOOK L,1,6/9/2003,CW,4,16.7,9.5,M
5312,MARANACOOK L,1,6/9/2003,CW,5,16.4,9.6,M
5312,MARANACOOK L,1,6/9/2003,CW,6,15.2,9.5,M
5312,MARANACOOK L,1,6/9/2003,CW,7,14.3,9.3,M
5312,MARANACOOK L,1,6/9/2003,CW,8,13.1,9,M
5312,MARANACOOK L,1,6/9/2003,CW,9,11.2,9,M
5312,MARANACOOK L,1,6/9/2003,CW,10,10.1,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,11,9.4,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,12,9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,13,8.8,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,14,8.5,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,15,8.1,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,16,7.9,9,M
5312,MARANACOOK L,1,6/9/2003,CW,17,7.7,9.2,M
5312,MARANACOOK L,1,6/9/2003,CW,18,7.4,9,M
5312,MARANACOOK L,1,6/9/2003,CW,19,7.3,8.9,M
5312,MARANACOOK L,1,6/9/2003,CW,20,7.2,8.9,M
5312,MARANACOOK L,1,6/9/2003,CW,21,7.2,9,M
5312,MARANACOOK L,1,6/9/2003,CW,22,7.1,9,M
5312,MARANACOOK L,1,6/9/2003,CW,23,7.1,8.9,M
5312,MARANACOOK L,1,6/9/2003,CW,24,7.14,8.9,M
5312,MARANACOOK L,1,6/9/2003,CW,25,7.1,8.9,M
5312,MARANACOOK L,1,6/9/2003,CW,26,7,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,27,7,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,28,7,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,29,7,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,30,6.9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,31,6.9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,32,6.9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,33,6.9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,34,6.9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,35,6.9,8.8,M
5312,MARANACOOK L,1,6/9/2003,CW,36,6.9,8.7,M
5312,MARANACOOK L,1,7/7/2003,CW,0,25.7,7.9,M
5312,MARANACOOK L,1,7/7/2003,CW,1,25.7,7.8,M
5312,MARANACOOK L,1,7/7/2003,CW,2,25.7,7.9,M
5312,MARANACOOK L,1,7/7/2003,CW,3,25.7,7.9,M
5312,MARANACOOK L,1,7/7/2003,CW,4,23.9,8.3,M
5312,MARANACOOK L,1,7/7/2003,CW,5,21.5,9.4,M
5312,MARANACOOK L,1,7/7/2003,CW,6,18.2,10,M
5312,MARANACOOK L,1,7/7/2003,CW,7,15.3,10.2,M
5312,MARANACOOK L,1,7/7/2003,CW,8,13.3,9,M
5312,MARANACOOK L,1,7/7/2003,CW,9,11.3,7.7,M
5312,MARANACOOK L,1,7/7/2003,CW,10,10.4,7.7,M
5312,MARANACOOK L,1,7/7/2003,CW,11,9.9,7.6,M
5312,MARANACOOK L,1,7/7/2003,CW,12,9.4,7.7,M
5312,MARANACOOK L,1,7/7/2003,CW,13,9.2,7.6,M
5312,MARANACOOK L,1,7/7/2003,CW,14,8.6,8,M
5312,MARANACOOK L,1,7/7/2003,CW,15,8.2,8.1,M
5312,MARANACOOK L,1,7/7/2003,CW,17,7.8,8.8,M
5312,MARANACOOK L,1,7/7/2003,CW,18,7.6,8.8,M
5312,MARANACOOK L,1,7/7/2003,CW,19,7.5,8.2,M
5312,MARANACOOK L,1,7/7/2003,CW,20,7.4,8.3,M
5312,MARANACOOK L,1,7/7/2003,CW,21,7.3,8.2,M
5312,MARANACOOK L,1,7/7/2003,CW,22,7.2,8.3,M
5312,MARANACOOK L,1,7/7/2003,CW,23,7.1,8.3,M
5312,MARANACOOK L,1,7/7/2003,CW,24,7.1,8.3,M
5312,MARANACOOK L,1,7/7/2003,CW,25,7,8.2,M
5312,MARANACOOK L,1,7/7/2003,CW,26,7,8.2,M
5312,MARANACOOK L,1,7/7/2003,CW,27,7,8.2,M
5312,MARANACOOK L,1,7/7/2003,CW,28,7,8,M
5312,MARANACOOK L,1,7/7/2003,CW,29,7,7.9,M
5312,MARANACOOK L,1,7/7/2003,CW,30,6.9,7.9,M
5312,MARANACOOK L,1,7/7/2003,CW,31,6.9,7.8,M
5312,MARANACOOK L,1,7/7/2003,CW,32,6.9,7.8,M
5312,MARANACOOK L,1,7/7/2003,CW,33,6.9,7.8,M
5312,MARANACOOK L,1,7/7/2003,CW,34,6.9,7.7,M
5312,MARANACOOK L,1,7/7/2003,CW,35,6.9,7.3,M
5312,MARANACOOK L,1,8/7/2003,CW,0,23.4,8.3,M
5312,MARANACOOK L,1,8/7/2003,CW,1,23.4,8.2,M
5312,MARANACOOK L,1,8/7/2003,CW,2,23.5,8.2,M
5312,MARANACOOK L,1,8/7/2003,CW,3,23.5,8.1,M
5312,MARANACOOK L,1,8/7/2003,CW,4,23.5,8.14,M
5312,MARANACOOK L,1,8/7/2003,CW,5,23.1,8.1,M
5312,MARANACOOK L,1,8/7/2003,CW,6,22.6,8.1,M
5312,MARANACOOK L,1,8/7/2003,CW,7,18.6,8.4,M
5312,MARANACOOK L,1,8/7/2003,CW,8,13.8,6.6,M
5312,MARANACOOK L,1,8/7/2003,CW,9,12.4,6.1,M
5312,MARANACOOK L,1,8/7/2003,CW,10,10.8,6,M
5312,MARANACOOK L,1,8/7/2003,CW,11,10.2,6,M
5312,MARANACOOK L,1,8/7/2003,CW,12,9.7,6.2,M
5312,MARANACOOK L,1,8/7/2003,CW,13,9.3,6.2,M
5312,MARANACOOK L,1,8/7/2003,CW,14,8.9,6.4,M
5312,MARANACOOK L,1,8/7/2003,CW,15,8.2,6.8,M
5312,MARANACOOK L,1,8/7/2003,CW,16,7.7,6.8,M
5312,MARANACOOK L,1,8/7/2003,CW,17,7.5,6.7,M
5312,MARANACOOK L,1,8/7/2003,CW,18,7.4,6.7,M
5312,MARANACOOK L,1,8/7/2003,CW,19,7.4,6.7,M
5312,MARANACOOK L,1,8/7/2003,CW,20,7.3,7,M
5312,MARANACOOK L,1,8/7/2003,CW,21,7.2,6.9,M
5312,MARANACOOK L,1,8/7/2003,CW,22,7.2,7,M
5312,MARANACOOK L,1,8/7/2003,CW,23,7.2,7,M
5312,MARANACOOK L,1,8/7/2003,CW,24,7.1,6.9,M
5312,MARANACOOK L,1,8/7/2003,CW,25,7.1,6.8,M
5312,MARANACOOK L,1,8/7/2003,CW,26,7.1,6.8,M
5312,MARANACOOK L,1,8/7/2003,CW,27,7.1,6.7,M
5312,MARANACOOK L,1,8/7/2003,CW,28,7,6.5,M
5312,MARANACOOK L,1,8/7/2003,CW,29,7,6.3,M
5312,MARANACOOK L,1,8/7/2003,CW,30,7,5.9,M
5312,MARANACOOK L,1,8/7/2003,CW,31,7,5.8,M
5312,MARANACOOK L,1,8/7/2003,CW,32,7,5.8,M
5312,MARANACOOK L,1,8/7/2003,CW,33,7,5.8,M
5312,MARANACOOK L,1,8/7/2003,CW,34,7,5.7,M
5312,MARANACOOK L,1,8/7/2003,CW,35,7,5.4,M
5312,MARANACOOK L,1,9/10/2003,CW,0,20.6,8.5,M
5312,MARANACOOK L,1,9/10/2003,CW,1,20.6,8.5,M
5312,MARANACOOK L,1,9/10/2003,CW,2,20.6,8.5,M
5312,MARANACOOK L,1,9/10/2003,CW,3,20.6,8.4,M
5312,MARANACOOK L,1,9/10/2003,CW,4,20.5,8.4,M
5312,MARANACOOK L,1,9/10/2003,CW,5,20.5,8.4,M
5312,MARANACOOK L,1,9/10/2003,CW,6,20.5,8.4,M
5312,MARANACOOK L,1,9/10/2003,CW,7,20.5,8.3,M
5312,MARANACOOK L,1,9/10/2003,CW,8,16.8,5.6,M
5312,MARANACOOK L,1,9/10/2003,CW,9,13.8,5,M
5312,MARANACOOK L,1,9/10/2003,CW,10,12,4.9,M
5312,MARANACOOK L,1,9/10/2003,CW,11,11,4.6,M
5312,MARANACOOK L,1,9/10/2003,CW,12,10,4.8,M
5312,MARANACOOK L,1,9/10/2003,CW,13,9.4,5.1,M
5312,MARANACOOK L,1,9/10/2003,CW,14,8.8,5.5,M
5312,MARANACOOK L,1,9/10/2003,CW,15,8.1,6,M
5312,MARANACOOK L,1,9/10/2003,CW,16,7.9,5.7,M
5312,MARANACOOK L,1,9/10/2003,CW,17,7.7,6,M
5312,MARANACOOK L,1,9/10/2003,CW,18,7.5,6,M
5312,MARANACOOK L,1,9/10/2003,CW,19,7.4,6,M
5312,MARANACOOK L,1,9/10/2003,CW,20,7.4,5.7,M
5312,MARANACOOK L,1,9/10/2003,CW,21,7.3,5.7,M
5312,MARANACOOK L,1,9/10/2003,CW,22,7.2,5.9,M
5312,MARANACOOK L,1,9/10/2003,CW,23,7.2,5.9,M
5312,MARANACOOK L,1,9/10/2003,CW,24,7.2,6,M
5312,MARANACOOK L,1,9/10/2003,CW,25,7.2,5.9,M
5312,MARANACOOK L,1,9/10/2003,CW,26,7.1,5.8,M
5312,MARANACOOK L,1,9/10/2003,CW,27,7.1,5.6,M
5312,MARANACOOK L,1,9/10/2003,CW,28,7.1,5.4,M
5312,MARANACOOK L,1,9/10/2003,CW,29,7,5.3,M
5312,MARANACOOK L,1,9/10/2003,CW,30,7,5.1,M
5312,MARANACOOK L,1,9/10/2003,CW,31,7,4.7,M
5312,MARANACOOK L,1,9/10/2003,CW,32,7,4.4,M
5312,MARANACOOK L,1,9/10/2003,CW,33,7,4.3,M
5312,MARANACOOK L,1,9/10/2003,CW,34,7,4.2,M
5312,MARANACOOK L,1,10/14/2003,CW,0,16.1,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,1,16,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,2,15.9,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,3,15.9,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,4,15.8,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,5,15.8,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,6,15.8,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,7,15.8,9.1,M
5312,MARANACOOK L,1,10/14/2003,CW,8,15.8,9,M
5312,MARANACOOK L,1,10/14/2003,CW,9,15.8,9,M
5312,MARANACOOK L,1,10/14/2003,CW,10,14.3,6,M
5312,MARANACOOK L,1,10/14/2003,CW,11,12.3,3.6,M
5312,MARANACOOK L,1,10/14/2003,CW,12,10.6,3.3,M
5312,MARANACOOK L,1,10/14/2003,CW,13,9.8,3.7,M
5312,MARANACOOK L,1,10/14/2003,CW,14,9.4,4,M
5312,MARANACOOK L,1,10/14/2003,CW,15,8.6,4.6,M
5312,MARANACOOK L,1,10/14/2003,CW,16,8.1,4.5,M
5312,MARANACOOK L,1,10/14/2003,CW,17,7.9,5,M
5312,MARANACOOK L,1,10/14/2003,CW,18,7.7,5,M
5312,MARANACOOK L,1,10/14/2003,CW,19,7.5,5.1,M
5312,MARANACOOK L,1,10/14/2003,CW,20,7.4,4.9,M
5312,MARANACOOK L,1,10/14/2003,CW,21,7.4,5,M
5312,MARANACOOK L,1,10/14/2003,CW,22,7.3,5,M
5312,MARANACOOK L,1,10/14/2003,CW,23,7.3,5,M
5312,MARANACOOK L,1,10/14/2003,CW,24,7.2,4.9,M
