MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TEMP,OXYGEN,OXYMETH
9961,ANNABESSACOOK L,1,8/7/2001,CW,13,10.7,0.2,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,0,24,8.3,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,1,24,8.3,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,2,23.9,8.3,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,3,23.9,8.2,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,4,23.8,8.2,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,5,23.8,8.2,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,6,23.8,8.1,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,7,19.3,0.4,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,8,15,0.4,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,9,12.8,0.4,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,10,11.5,0.4,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,11,10.8,0.4,M
9961,ANNABESSACOOK L,1,8/21/2001,CW,12,10.7,0.4,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,0,22.1,8.2,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,1,22.1,8.4,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,2,22.1,8.5,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,3,22,8.5,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,4,22,8.6,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,5,21.9,8.6,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,6,21.9,8.6,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,7,21.8,8.6,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,8,19.1,2.4,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,9,15.1,0.4,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,10,12.5,0.4,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,11,11.8,0.3,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,12,11.2,0.2,M
9961,ANNABESSACOOK L,1,9/5/2001,CW,13,11.2,0.2,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,0,19.9,8.6,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,1,19.9,8.6,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,2,19.9,8.7,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,3,19.9,8.5,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,4,19.8,8.5,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,5,19.8,8.5,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,6,19.8,8.5,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,7,19.8,8.4,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,8,19.8,8.3,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,9,15.7,0.7,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,10,12.8,0.2,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,11,12.1,0.2,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,12,11.9,0.2,M
9961,ANNABESSACOOK L,1,9/19/2001,CW,13,11.5,0.2,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,0,18,8,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,1,17.7,8,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,2,17.5,8,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,3,17.5,7.7,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,4,17.5,7.9,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,5,17.5,7.7,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,6,17.5,7.7,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,7,17.3,7.1,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,8,17.1,6.8,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,9,16.9,6.6,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,10,15.4,0.9,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,11,12.2,0.4,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,12,11.6,0.3,M
9961,ANNABESSACOOK L,1,10/1/2001,CW,13,11.4,0.2,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,0,15.6,9,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,1,15.5,9,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,2,15.5,9,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,3,15.3,8.8,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,4,15.1,8.2,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,5,15,7.6,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,6,14.9,7.8,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,7,14.9,7.7,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,8,14.9,7.6,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,9,14.8,7.6,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,10,14.8,7.6,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,11,14.3,3.6,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,12,13.4,0.6,M
9961,ANNABESSACOOK L,1,10/16/2001,CW,13,11.8,0.2,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,0,15.1,9.7,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,1,14.7,9.6,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,2,14.1,9.7,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,3,13.8,9.8,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,4,13.6,9.8,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,5,13.5,9.7,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,6,13.5,9.7,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,7,13,9.7,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,8,12.5,9.6,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,9,12.1,9.5,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,10,12,9.3,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,11,11.9,9.1,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,12,11.8,8.9,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,13,11.8,8.7,M
9961,ANNABESSACOOK L,1,5/24/2002,CW,14,11.7,8,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,0,19.5,8.6,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,1,19.5,8.6,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,2,19.5,8.6,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,3,19.4,8.5,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,4,18.9,8.4,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,5,16.8,6.6,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,6,16.5,6.8,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,7,16.4,6.6,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,8,16,6,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,9,15.6,5.3,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,10,15.3,4.7,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,11,14.6,3.3,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,12,13.9,2.5,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,13,13.5,1.9,M
9961,ANNABESSACOOK L,1,6/24/2002,CW,14,12.9,0.9,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,0,24.7,8.2,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,1,24.3,8.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,2,24.1,8.2,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,3,24,7.9,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,4,24,8.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,5,23.3,7.6,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,6,21.3,4.4,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,7,18.1,0.9,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,8,16.8,0.2,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,9,15.5,0.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,10,14.6,0.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,11,14.1,0.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,12,13.9,0.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,13,13.6,0.1,M
9961,ANNABESSACOOK L,1,7/23/2002,CW,14,13.4,0.1,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,0,23.7,8,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,1,23.7,8,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,2,23.7,8,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,3,23.7,7.9,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,4,23.7,7.9,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,5,23.6,7.9,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,6,23.6,7.9,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,7,22.9,5.8,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,8,19.3,0.2,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,9,16.4,0.2,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,10,15.3,0.1,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,11,14.6,0.1,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,12,13.9,0.8,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,13,13.8,1.1,M
9961,ANNABESSACOOK L,1,8/27/2002,CW,14,13.6,1.1,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,0,19.7,8.3,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,1,19.7,8.2,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,2,19.6,8.2,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,3,19.6,8.2,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,4,19.7,7.8,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,5,19.7,7.5,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,6,19.6,7.3,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,7,19.6,7.3,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,8,19.5,7.2,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,9,19.4,6.8,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,10,18.8,4.2,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,11,15.6,0.4,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,12,14.4,0.3,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,13,13.5,0.3,M
9961,ANNABESSACOOK L,1,9/18/2002,CW,14,13.7,0.2,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,0,17,8.2,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,1,17,8.2,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,2,17,8.1,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,3,17,8,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,4,17,8,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,5,17,7.9,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,6,17,7.8,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,7,17,7.8,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,8,17,7.8,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,9,17,7.8,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,10,17,7.6,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,11,17,7.6,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,12,16.6,7.7,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,13,15.8,2.1,M
9961,ANNABESSACOOK L,1,10/9/2002,CW,14,13.9,0.8,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,0,11.2,9.3,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,1,11.2,9.3,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,2,11.2,9.2,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,3,11.2,9.2,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,4,11.2,9.4,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,5,11.2,9.3,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,6,11.2,9.3,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,7,11.2,9.4,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,8,11.2,10.9,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,9,11.2,10.9,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,10,11.2,10.7,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,11,11.2,10.7,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,12,11.2,10.5,M
9961,ANNABESSACOOK L,1,10/25/2002,CW,13,11.1,10.5,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,0,14.6,10.2,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,1,14.6,10.2,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,2,14.6,10.2,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,3,14.5,10.2,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,4,14.5,10.1,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,5,14.4,10,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,6,14.2,9.8,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,7,13.9,9.6,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,8,13,8.3,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,9,11.8,7.9,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,10,11.4,6.9,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,11,11.2,6.5,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,12,11.1,6.3,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,13,11.1,6,M
9961,ANNABESSACOOK L,1,5/26/2003,CW,14,10.8,4.8,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,0,23,8.5,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,1,22.6,8.6,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,2,22.4,8.6,m
9961,ANNABESSACOOK L,1,6/24/2003,CW,3,21.1,8.4,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,4,20.4,8.3,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,5,19.8,8.3,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,6,18.7,7.6,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,7,17.5,6.2,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,8,16.3,4.1,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,9,14.3,2.7,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,10,13.5,1.9,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,11,12.6,1.2,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,12,12.2,0.8,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,13,11.8,0.3,M
9961,ANNABESSACOOK L,1,6/24/2003,CW,14,11.5,0.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,0,23.3,8.2,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,1,23.4,8.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,2,23.3,8.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,3,23.3,8.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,4,23.3,8,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,5,22.5,7.3,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,6,20.7,4.4,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,7,17.7,2.3,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,8,16.4,0.3,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,9,15.5,0.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,10,14.2,0.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,11,13.2,0.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,12,13,0.1,M
9961,ANNABESSACOOK L,1,7/22/2003,CW,13,12.3,0.1,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,0,26,8.4,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,1,26,8.3,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,2,25.9,8.3,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,3,25.9,8.3,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,4,25.6,8.3,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,5,24.5,6.6,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,6,23,3.2,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,7,20.7,0.8,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,8,18.4,0.2,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,9,15.4,0.1,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,10,14.2,0.1,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,11,13.3,0.1,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,12,12.7,0.1,M
9961,ANNABESSACOOK L,1,8/22/2003,CW,13,12.5,0.1,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,0,21.5,9.9,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,1,21.5,9.8,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,2,21.3,9.8,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,3,21.2,9.5,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,4,20.7,9.1,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,5,20.5,9.5,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,6,20.4,9.1,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,7,20,7.4,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,8,19.4,4.2,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,9,16.8,0.2,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,10,14.3,0.2,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,11,13.4,0.1,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,12,12.9,0.1,M
9961,ANNABESSACOOK L,1,9/15/2003,CW,13,12.7,0.1,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,0,9.9,9.7,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,1,9.8,9.7,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,2,9.7,9.7,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,3,9.7,9.6,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,4,9.7,9.6,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,5,9.6,9.6,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,6,9.7,9.6,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,7,9.6,9.5,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,8,9.6,9.5,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,9,9.6,9.5,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,10,9.5,9.4,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,11,9.2,9.1,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,12,9.1,8.8,M
9961,ANNABESSACOOK L,1,11/7/2003,CW,13,9,8.8,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,0,15.9,9.7,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,1,16,9.7,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,2,16.1,9.6,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,3,16.1,9.4,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,4,16.1,9.4,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,5,16.1,9.4,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,6,16.1,9.4,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,7,15.8,8.8,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,8,13.6,5.2,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,9,13,5.8,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,10,12.6,5.1,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,11,12.3,4.4,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,12,11.9,2.8,M
9961,ANNABESSACOOK L,1,5/25/2004,cw,13,11.8,2.5,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,0,20.6,8.7,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,1,20.5,8.6,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,2,20.5,8.7,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,3,20.4,8.5,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,4,20.2,8.5,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,5,19.8,8,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,6,17.2,4.9,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,7,15.9,4.6,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,8,15,3.9,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,9,14.8,3.3,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,10,14.4,2.8,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,11,14.2,1.9,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,12,14,1.3,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,13,13.8,0.4,M
9961,ANNABESSACOOK L,1,6/23/2004,CW,14,13.3,0.2,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,0,23.8,8.2,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,1,23.9,8.2,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,2,23.9,8.2,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,3,23.9,8.3,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,4,23.2,7.7,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,5,21.9,6.6,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,6,20.8,4.5,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,7,19.3,2.2,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,8,16.5,0.3,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,9,14.9,0.3,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,10,14.4,0.3,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,11,13.9,0.3,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,12,13.7,0.3,M
9961,ANNABESSACOOK L,1,7/23/2004,cw,13,13.4,0.3,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,0,23.1,7.9,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,1,23.1,7.8,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,2,23,7.8,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,3,23,7.8,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,4,23,7.8,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,5,23,7.8,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,6,23,7.8,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,7,21.6,2.6,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,8,18.2,0.3,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,9,16.1,0.4,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,10,14.9,0.4,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,11,14.2,0.4,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,12,13.8,0.4,M
9961,ANNABESSACOOK L,1,8/17/2004,CW,13,13.5,0.5,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,0,18.9,9.2,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,1,18.9,9.1,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,2,18.9,9.1,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,3,18.9,9.1,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,4,18.8,8.9,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,5,18.8,8.9,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,6,18.8,8.8,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,7,18.7,8.9,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,8,18.7,8.9,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,9,18.7,8.7,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,10,16.6,0.7,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,11,14.9,0.4,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,12,14.2,0.4,M
9961,ANNABESSACOOK L,1,9/23/2004,CW,13,13.7,0.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,0,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,1,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,2,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,3,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,4,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,5,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,6,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,7,11.4,9.4,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,8,11.4,9.5,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,9,11.4,9.5,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,10,11.4,9.5,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,11,11.4,9.5,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,12,11.4,9.5,M
9961,ANNABESSACOOK L,1,10/26/2004,CW,13,11.3,9.4,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,0,12.5,10.6,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,1,12.4,10.7,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,2,12.4,10.7,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,3,12.3,10.8,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,4,12.1,10.6,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,5,12,10.6,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,6,11.8,10.4,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,7,11.4,10,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,8,11.3,10,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,9,11.3,9.9,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,10,11.2,9.7,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,11,11.2,9.6,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,12,11.2,9.5,M
9961,ANNABESSACOOK L,1,5/19/2005,CW,13,11.2,9.4,M
9961,ANNABESSACOOK L,1,6/27/2005,CW,0,26.1,8.7,M
