MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,TP_PPM,DEPTH,R,TYPE
9961,ANNABESSACOOK L,1,2001-05-02,CW,0.014,4.5,1,G
9961,ANNABESSACOOK L,2,2001-05-02,CW,0.009,0.5,1,G
9961,ANNABESSACOOK L,2,2001-05-02,CW,0.009,2.5,1,G
9961,ANNABESSACOOK L,2,2001-05-02,CW,0.011,4.5,1,G
9961,ANNABESSACOOK L,2,2001-05-02,CW,0.011,6.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.014,2.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.014,4.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.014,6.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.015,0.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.015,8.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.016,12.5,1,G
9961,ANNABESSACOOK L,1,2001-05-16,CW,0.018,10.5,1,G
9961,ANNABESSACOOK L,2,2001-05-16,CW,0.017,0.5,1,G
9961,ANNABESSACOOK L,2,2001-05-16,CW,0.018,2.5,1,G
9961,ANNABESSACOOK L,2,2001-05-16,CW,0.018,4.5,1,G
9961,ANNABESSACOOK L,2,2001-05-16,CW,0.018,6.5,1,G
9961,ANNABESSACOOK L,2,2001-06-01,CW,0.013,0.5,1,G
9961,ANNABESSACOOK L,2,2001-06-01,CW,0.014,2.5,1,G
9961,ANNABESSACOOK L,2,2001-06-01,CW,0.015,4.5,1,G
9961,ANNABESSACOOK L,2,2001-06-01,CW,0.041,6.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.009,2.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.011,0.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.013,4,1,C
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.013,4,2,C
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.021,8.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.026,10.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.036,12.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.15,6.5,1,G
9961,ANNABESSACOOK L,1,2001-06-13,CW,0.15,6.5,2,G
9961,ANNABESSACOOK L,2,2001-06-13,CW,0.015,6,1,C
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.007,4.5,1,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.009,2.5,1,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.01,0.5,1,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.011,6,1,C
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.012,6,2,C
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.018,6.5,1,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.019,8.5,1,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.019,8.5,2,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.027,10.5,1,G
9961,ANNABESSACOOK L,1,2001-06-25,CW,0.066,12.5,1,G
9961,ANNABESSACOOK L,2,2001-06-25,CW,0.014,6,1,C
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.01,0.5,1,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.012,2.5,1,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.016,4.5,1,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.016,6.5,2,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.016,7,1,C
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.017,6.5,1,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.017,7,2,C
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.04,8.5,1,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.07,10.5,1,G
9961,ANNABESSACOOK L,1,2001-07-13,CW,0.16,12.5,1,G
9961,ANNABESSACOOK L,2,2001-07-13,CW,0.011,6,1,C
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.009,0.5,1,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.012,2.5,1,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.012,4.5,1,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.012,7,2,C
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.013,7,1,C
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.017,6.5,1,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.018,6.5,2,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.023,8.5,1,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.081,10.5,1,G
9961,ANNABESSACOOK L,1,2001-07-25,CW,0.14,12.5,1,G
9961,ANNABESSACOOK L,2,2001-07-25,CW,0.026,6,1,C
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.009,0.5,1,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.011,2.5,1,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.013,6,1,C
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.013,6,2,C
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.018,6.5,1,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.02,6.5,2,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.02,8.5,1,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.14,10.5,1,G
9961,ANNABESSACOOK L,1,2001-08-07,CW,0.22,12.5,1,G
9961,ANNABESSACOOK L,2,2001-08-07,CW,0.017,5,1,C
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.013,0.5,2,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.013,6,2,C
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.014,6.5,1,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.015,2.5,1,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.015,6,1,C
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.016,0.5,1,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.046,8.5,1,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.17,10.5,1,G
9961,ANNABESSACOOK L,1,2001-08-21,CW,0.3,12.5,1,G
9961,ANNABESSACOOK L,2,2001-08-21,CW,0.019,5,2,C
9961,ANNABESSACOOK L,2,2001-08-21,CW,0.02,5,1,C
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.019,0.5,1,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.02,2.5,1,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.02,4.5,1,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.02,4.5,2,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.02,6.5,1,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.02,8,1,C
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.021,8,2,C
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.027,8.5,1,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.14,10.5,1,G
9961,ANNABESSACOOK L,1,2001-09-05,CW,0.27,12.5,1,G
9961,ANNABESSACOOK L,2,2001-09-05,CW,0.025,6,1,C
9961,ANNABESSACOOK L,2,2001-09-05,CW,0.025,6,2,C
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.021,2.5,1,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.022,4.5,1,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.022,6.5,2,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.022,8.5,1,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.023,6.5,1,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.023,8,1,C
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.024,8,2,C
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.027,0.5,1,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.27,10.5,1,G
9961,ANNABESSACOOK L,1,2001-09-19,CW,0.33,12.5,1,G
9961,ANNABESSACOOK L,2,2001-09-19,CW,0.026,5,1,C
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.022,4.5,2,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.022,8.5,1,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.024,6.5,1,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.025,0.5,1,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.025,4.5,1,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.027,2.5,1,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.028,9,2,C
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.03,9,1,C
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.088,10.5,1,G
9961,ANNABESSACOOK L,1,2001-10-01,CW,0.3,12.5,1,G
9961,ANNABESSACOOK L,2,2001-10-01,CW,0.031,6,1,C
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.022,10.5,1,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.023,6.5,1,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.025,8.5,1,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.026,4.5,2,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.026,10,2,C
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.027,2.5,1,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.028,10,1,C
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.032,4.5,1,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.033,0.5,1,G
9961,ANNABESSACOOK L,1,2001-10-16,CW,0.066,12.5,1,G
9961,ANNABESSACOOK L,2,2001-10-16,CW,0.027,5,1,C
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.012,2.5,1,G
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.013,0.5,1,G
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.013,6.5,1,G
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.013,8.5,1,G
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.014,10.5,1,G
9961,ANNABESSACOOK L,1,2002-05-24,CW,0.016,12.5,1,G
9961,ANNABESSACOOK L,2,2002-05-24,CW,0.01,2.5,1,G
9961,ANNABESSACOOK L,2,2002-05-24,CW,0.01,4.5,1,G
9961,ANNABESSACOOK L,2,2002-05-24,CW,0.011,0.5,1,G
9961,ANNABESSACOOK L,2,2002-05-24,CW,0.011,6,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.013,2.5,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.014,0.5,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.014,4.5,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.015,6.5,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.016,8.5,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.017,10.5,1,G
9961,ANNABESSACOOK L,1,2002-06-24,CW,0.022,12.5,1,G
9961,ANNABESSACOOK L,2,2002-06-24,CW,0.014,0.5,1,G
9961,ANNABESSACOOK L,2,2002-06-24,CW,0.014,2.5,1,G
9961,ANNABESSACOOK L,2,2002-06-24,CW,0.018,6,1,G
9961,ANNABESSACOOK L,2,2002-06-24,CW,0.019,4.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.01,2.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.011,0.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.012,4.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.014,8.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.02,6.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.051,10.5,1,G
9961,ANNABESSACOOK L,1,2002-07-23,CW,0.13,12.5,1,G
9961,ANNABESSACOOK L,2,2002-07-23,CW,0.009,0.5,1,G
9961,ANNABESSACOOK L,2,2002-07-23,CW,0.011,2.5,1,G
9961,ANNABESSACOOK L,2,2002-07-23,CW,0.014,4.5,1,G
9961,ANNABESSACOOK L,2,2002-07-23,CW,0.028,6.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.012,0.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.012,2.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.015,6.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.023,8.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.12,10.5,1,G
9961,ANNABESSACOOK L,1,2002-08-27,CW,0.24,12.5,1,G
9961,ANNABESSACOOK L,2,2002-08-27,CW,0.015,0.5,1,G
9961,ANNABESSACOOK L,2,2002-08-27,CW,0.019,2.5,1,G
9961,ANNABESSACOOK L,2,2002-08-27,CW,0.02,4.5,1,G
9961,ANNABESSACOOK L,2,2002-08-27,CW,0.025,6,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.017,6.5,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.017,8.5,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.02,0.5,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.02,4.5,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.023,2.5,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.027,10.5,1,G
9961,ANNABESSACOOK L,1,2002-09-18,CW,0.24,12.5,1,G
9961,ANNABESSACOOK L,2,2002-09-18,CW,0.015,0.5,1,G
9961,ANNABESSACOOK L,2,2002-09-18,CW,0.017,2.5,1,G
9961,ANNABESSACOOK L,2,2002-09-18,CW,0.017,4.5,1,G
9961,ANNABESSACOOK L,2,2002-09-18,CW,0.018,6,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.02,8.5,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.021,0.5,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.021,4.5,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.021,6.5,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.022,2.5,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.022,10.5,1,G
9961,ANNABESSACOOK L,1,2002-10-25,CW,0.023,12.5,1,G
9961,ANNABESSACOOK L,2,2002-10-25,CW,0.017,0.5,1,G
9961,ANNABESSACOOK L,2,2002-10-25,CW,0.018,2.5,1,G
9961,ANNABESSACOOK L,2,2002-10-25,CW,0.018,6,1,G
9961,ANNABESSACOOK L,2,2002-10-25,CW,0.021,4.5,1,G
9961,ANNABESSACOOK L,2,2003-05-26,CW,0.015,6,1,C
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.013,0.5,1,G
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.014,2.5,1,G
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.018,6.5,1,G
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.021,8.5,1,G
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.028,10.5,1,G
9961,ANNABESSACOOK L,1,2003-06-24,CW,0.061,12.5,1,G
9961,ANNABESSACOOK L,2,2003-06-24,CW,0.011,6,1,C
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.012,0.5,1,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.012,4.5,2,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.016,2.5,1,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.017,6.5,1,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.019,4.5,1,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.023,8.5,1,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.031,10.5,1,G
9961,ANNABESSACOOK L,1,2003-07-22,CW,0.18,12.5,1,G
9961,ANNABESSACOOK L,2,2003-07-22,CW,0.012,5,1,C
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.013,0.5,1,G
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.014,2.5,1,G
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.022,6.5,1,G
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.026,8.5,1,G
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.14,10.5,1,G
9961,ANNABESSACOOK L,1,2003-08-22,CW,0.33,12.5,1,G
9961,ANNABESSACOOK L,2,2003-08-22,CW,0.01,5,1,C
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.017,2.5,4,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.019,6.5,1,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.02,2.5,3,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.022,4.5,1,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.023,0.5,1,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.025,2.5,1,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.039,8.5,1,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.045,2.5,2,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.26,10.5,1,G
9961,ANNABESSACOOK L,1,2003-09-15,CW,0.47,12.5,1,G
9961,ANNABESSACOOK L,2,2003-09-15,CW,0.017,5,1,C
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.014,10.5,1,G
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.017,8.5,1,G
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.018,6.5,1,G
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.018,12.5,1,G
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.021,0.5,1,G
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.026,2.5,1,G
9961,ANNABESSACOOK L,1,2003-11-07,CW,0.038,4.5,1,G
9961,ANNABESSACOOK L,2,2003-11-07,CW,0.013,5,1,C
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.013,6.5,1,G
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.014,4.5,1,G
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.015,8.5,1,G
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.017,0.5,1,G
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.018,2.5,1,G
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.021,10.5,1,G
9961,ANNABESSACOOK L,1,2004-05-25,cw,0.046,12.5,1,G
9961,ANNABESSACOOK L,2,2004-05-25,CW,0.013,5,1,C
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.013,2.5,1,G
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.015,4.5,1,G
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.016,0.5,1,G
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.016,6.5,1,G
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.019,8.5,1,G
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.042,10.5,1,G
9961,ANNABESSACOOK L,1,2004-06-23,CW,0.078,12.5,1,G
9961,ANNABESSACOOK L,2,2004-06-23,CW,0.012,5,1,C
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.011,2.5,1,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.015,0.5,1,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.017,8.5,1,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.018,4.5,1,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.018,6.5,1,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.02,6.5,2,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.078,10.5,1,G
9961,ANNABESSACOOK L,1,2004-07-23,cw,0.23,12.5,1,G
9961,ANNABESSACOOK L,2,2004-07-23,CW,0.011,5,1,C
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.011,0.5,1,G
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.013,2.5,1,G
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.013,6.5,1,G
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.02,8.5,1,G
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.15,10.5,1,G
9961,ANNABESSACOOK L,1,2004-08-17,CW,0.37,12.5,1,G
9961,ANNABESSACOOK L,2,2004-08-17,CW,0.014,5,1,C
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.02,2.5,1,G
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.02,6.5,1,G
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.02,8.5,1,G
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.026,0.5,1,G
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.028,4.5,1,G
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.14,10.5,1,G
9961,ANNABESSACOOK L,1,2004-09-23,CW,0.48,12.5,1,G
9961,ANNABESSACOOK L,2,2004-09-23,CW,0.021,5,1,C
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.02,6.5,1,G
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.021,12.5,1,G
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.022,4.5,1,G
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.022,10.5,1,G
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.024,2.5,1,G
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.025,8.5,1,G
9961,ANNABESSACOOK L,1,2004-10-26,CW,0.035,0.5,1,G
9961,ANNABESSACOOK L,2,2004-10-26,CW,0.022,5,1,C
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.014,8.5,1,G
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.015,0.5,1,G
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.015,6.5,1,G
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.015,10.5,1,G
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.017,4.5,1,G
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.02,2.5,1,G
9961,ANNABESSACOOK L,1,2005-05-19,CW,0.02,12.5,1,G
9961,ANNABESSACOOK L,2,2005-05-19,CW,0.011,0.5,1,G
9961,ANNABESSACOOK L,2,2005-05-19,CW,0.011,2.5,1,G
9961,ANNABESSACOOK L,2,2005-05-19,CW,0.011,4.5,1,G
9961,ANNABESSACOOK L,2,2005-05-19,CW,0.014,6.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.012,6.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.013,0.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.014,2.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.014,8.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.024,10.5,1,G
9961,ANNABESSACOOK L,1,2006-06-08,CW,0.058,12.5,1,G
9961,ANNABESSACOOK L,2,2006-06-08,CW,0.013,5,1,C
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.011,0.5,1,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.012,2.5,1,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.013,2.5,2,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.013,6.5,1,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.014,8.5,1,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.018,4.5,1,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.026,10.5,1,G
9961,ANNABESSACOOK L,1,2006-07-07,CW,0.081,12.5,1,G
9961,ANNABESSACOOK L,2,2006-07-07,CW,0.012,5,1,C
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.012,0.5,1,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.012,2.5,1,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.013,4.5,1,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.015,2.5,2,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.015,6.5,1,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.043,8.5,1,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.11,10.5,1,G
9961,ANNABESSACOOK L,1,2006-08-04,cw,0.25,12.5,1,G
9961,ANNABESSACOOK L,2,2006-08-04,CW,0.013,5,1,C
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.014,6.5,1,G
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.017,0.5,1,G
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.017,2.5,1,G
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.017,4.5,1,G
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.023,8.5,1,G
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.29,10.5,1,G
9961,ANNABESSACOOK L,1,2006-09-11,CW,0.5,12.5,1,G
9961,ANNABESSACOOK L,2,2006-09-11,CW,0.013,5,1,C
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.018,6.5,1,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.018,8.5,1,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.019,0.5,1,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.019,4.5,1,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.02,2.5,1,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.02,2.5,2,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.02,10.5,1,G
9961,ANNABESSACOOK L,1,2006-10-16,CW,0.022,12.5,1,G
9961,ANNABESSACOOK L,2,2006-10-16,CW,0.02,5,1,C
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.01,6.5,1,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.011,4.5,1,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.012,8.5,1,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.014,0.5,1,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.014,10.5,1,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.017,0.5,2,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.017,2.5,1,G
9961,ANNABESSACOOK L,1,2007-05-10,CW,0.018,12,1,G
9961,ANNABESSACOOK L,2,2007-05-10,CW,0.011,5,1,C
9961,ANNABESSACOOK L,1,2007-06-05,CW,0.011,2.5,1,G
9961,ANNABESSACOOK L,1,2007-06-05,CW,0.011,6.5,1,G
9961,ANNABESSACOOK L,1,2007-06-05,CW,0.012,0.5,1,G
9961,ANNABESSACOOK L,1,2007-06-05,CW,0.012,8.5,1,G
9961,ANNABESSACOOK L,1,2007-06-05,CW,0.017,4.5,1,G
