"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","TP_PPM","REP","LAB","COUNT","QUAL"
"NARROWS P (UPPER)",98.00,1.00,2013-6-27 0:00:00,"CW",3.00,7.00,"C",7.0e-03,"1","D",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2013-6-27 0:00:00,"CW",3.00,15.00,"G",8.0e-03,"1","D",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2013-7-25 0:00:00,"CW",3.00,5.00,"C",8.0e-03,"1","D",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2013-7-25 0:00:00,"CW",3.00,15.00,"G",8.0e-03,"1","D",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2013-8-23 0:00:00,"CW",3.00,4.50,"C",9.0e-03,"1","D",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2013-8-23 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2013-8-23 0:00:00,"CW",3.00,15.00,"G",0.01,"2","D",1.00,"R"
"NARROWS P (UPPER)",98.00,1.00,2013-9-18 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2013-9-18 0:00:00,"CW",3.00,10.00,"G",8.0e-03,"1","D",2.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2013-9-18 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",2.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2014-5-30 0:00:00,"CW",3.00,6.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2014-5-30 0:00:00,"CW",3.00,15.00,"G",8.0e-03,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2014-6-19 0:00:00,"CW",3.00,6.00,"C",9.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2014-6-19 0:00:00,"CW",3.00,15.00,"G",8.0e-03,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2014-7-17 0:00:00,"CW",3.00,7.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2014-7-17 0:00:00,"CW",3.00,15.00,"G",8.0e-03,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2014-8-19 0:00:00,"EI",2.00,5.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2014-8-28 0:00:00,"CW",3.00,7.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2014-8-28 0:00:00,"CW",3.00,15.00,"G",0.01,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2014-10-7 0:00:00,"CW",3.00,7.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2014-10-7 0:00:00,"CW",3.00,15.00,"G",0.01,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2015-6-3 0:00:00,"CW",3.00,8.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2015-6-3 0:00:00,"CW",3.00,15.00,"G",0.01,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2015-6-17 0:00:00,"CW",3.00,7.00,"C",9.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2015-6-17 0:00:00,"CW",3.00,15.00,"G",9.0e-03,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2015-7-27 0:00:00,"CW",3.00,8.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2015-7-27 0:00:00,"CW",3.00,15.00,"G",0.01,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2015-8-27 0:00:00,"CW",3.00,7.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2015-8-27 0:00:00,"CW",3.00,15.00,"G",0.01,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2015-10-27 0:00:00,"CW",3.00,9.00,"C",8.0e-03,"2","HETL",1.00,"R"
"NARROWS P (UPPER)",98.00,1.00,2015-10-27 0:00:00,"CW",3.00,9.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2015-10-27 0:00:00,"CW",3.00,17.00,"G",0.07,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2016-5-19 0:00:00,"CW",3.00,9.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2016-6-7 0:00:00,"CW",3.00,6.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2016-7-12 0:00:00,"CW",3.00,7.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2016-8-15 0:00:00,"CW",3.00,8.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2016-9-22 0:00:00,"CW",3.00,7.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2016-11-2 0:00:00,"CW",3.00,9.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-5-30 0:00:00,"CW",3.00,8.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-6-30 0:00:00,"CW",3.00,6.00,"C",9.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-7-26 0:00:00,"CW",3.00,6.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-8-29 0:00:00,"CW",3.00,6.00,"C",6.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-9-28 0:00:00,"CW",3.00,9.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-9-28 0:00:00,"CW",3.00,9.00,"C",8.0e-03,"2","HETL",1.00,"R"
"NARROWS P (UPPER)",98.00,1.00,2017-9-28 0:00:00,"CW",3.00,17.00,"G",0.04,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2017-10-23 0:00:00,"CW",3.00,7.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2017-10-23 0:00:00,"CW",3.00,17.00,"G",0.09,"1","HETL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-5-31 0:00:00,"CW",3.00,6.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-5-31 0:00:00,"CW",3.00,6.00,"C",9.0e-03,"2","HETL",1.00,"R"
"NARROWS P (UPPER)",98.00,1.00,2018-6-5 0:00:00,"EI",2.00,5.00,"C",6.0e-03,"1","SWRL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-6-5 0:00:00,"EI",2.00,16.00,"G",6.0e-03,"1","SWRL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-6-29 0:00:00,"CW",3.00,7.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-7-19 0:00:00,"CW",3.00,7.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-7-19 0:00:00,"CW",3.00,7.00,"C",8.0e-03,"2","HETL",1.00,"R"
"NARROWS P (UPPER)",98.00,1.00,2018-8-28 0:00:00,"CW",3.00,8.00,"C",8.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-8-28 0:00:00,"CW",3.00,12.00,"G",0.01,"1","HETL",2.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-8-28 0:00:00,"CW",3.00,17.00,"G",0.08,"1","HETL",2.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-8-30 0:00:00,"EI",2.00,9.00,"C",8.0e-03,"1","SWRL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-8-30 0:00:00,"EI",2.00,16.50,"G",0.01,"1","SWRL",1.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-9-13 0:00:00,"CW",3.00,8.00,"C",7.0e-03,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-9-13 0:00:00,"CW",3.00,12.00,"G",0.01,"1","HETL",2.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-9-13 0:00:00,"CW",3.00,17.00,"G",0.12,"1","HETL",2.00,"BG"
"NARROWS P (UPPER)",98.00,1.00,2018-11-9 0:00:00,"CW",3.00,9.00,"C",0.01,"1","HETL",1.00,"EC"
"NARROWS P (UPPER)",98.00,1.00,2018-11-9 0:00:00,"CW",3.00,17.00,"G",0.13,"1","HETL",1.00,"BG"
"PLEASANT (MU",5254.00,1.00,1997-5-29 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1997-6-20 0:00:00,"CW",3.00,5.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1997-7-15 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1997-8-26 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1997-9-24 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1998-5-19 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1998-6-24 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1998-7-14 0:00:00,"CW",3.00,3.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1998-8-13 0:00:00,"CW",3.00,5.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1998-9-18 0:00:00,"CW",3.00,7.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,1998-10-29 0:00:00,"CW",3.00,8.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,1998-10-29 0:00:00,"CW",3.00,8.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-5-4 0:00:00,"CW",3.00,1.00,"G",0.01,"1","d",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-4 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-4 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-4 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-4 0:00:00,"CW",3.00,9.00,"G",0.03,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-16 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-16 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-16 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-16 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-16 0:00:00,"CW",3.00,9.00,"G",0.03,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,5.00,"C",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,7.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-5-31 0:00:00,"CW",3.00,9.00,"G",0.03,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,5.00,"C",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-12 0:00:00,"CW",3.00,9.00,"G",0.04,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,5.00,"C",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-6-25 0:00:00,"CW",3.00,9.00,"G",0.07,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,5.00,"C",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,7.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-10 0:00:00,"CW",3.00,8.50,"G",0.12,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,4.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,4.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,5.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,7.00,"G",0.04,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-7-25 0:00:00,"CW",3.00,9.00,"G",0.18,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,4.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,4.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,5.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,7.00,"G",0.03,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-10 0:00:00,"CW",3.00,9.00,"G",0.31,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,1.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,4.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,4.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,7.00,"G",0.08,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-8-21 0:00:00,"CW",3.00,9.00,"G",0.36,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,3.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,6.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,7.00,"G",0.06,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-5 0:00:00,"CW",3.00,9.00,"G",0.44,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,3.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,6.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,7.00,"G",0.03,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-9-19 0:00:00,"CW",3.00,8.50,"G",0.34,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,5.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,7.00,"C",0.02,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,7.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,7.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-1 0:00:00,"CW",3.00,9.00,"G",0.29,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,8.00,"C",0.01,"1","D",1.00,"EC"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,8.00,"C",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2001-10-16 0:00:00,"CW",3.00,9.00,"G",0.04,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-5-29 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-5-29 0:00:00,"CW",3.00,1.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2007-5-29 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-5-29 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-5-29 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-5-29 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-6-21 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-6-21 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2007-6-21 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-6-21 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-6-21 0:00:00,"CW",3.00,7.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-6-21 0:00:00,"CW",3.00,8.40,"G",0.03,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-7-16 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2007-7-16 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-7-16 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-7-16 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-7-16 0:00:00,"CW",3.00,7.00,"G",0.05,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-7-16 0:00:00,"CW",3.00,8.50,"G",0.31,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-8-10 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2007-8-10 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-8-10 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-8-10 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-8-10 0:00:00,"CW",3.00,7.00,"G",0.06,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-8-10 0:00:00,"CW",3.00,8.50,"G",0.39,"1","D",5.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,1.00,"G",0.02,"2","D",1.00,"R"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",6.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",6.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",6.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,7.00,"G",0.02,"1","D",6.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,8.00,"G",0.13,"1","D",6.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-9-12 0:00:00,"CW",3.00,8.50,"G",0.25,"1","D",6.00,"PG"
"PLEASANT (MU",5254.00,1.00,2007-10-1 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
