"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","PH","PHMETH","PHLAB","COLOR","AORT","COLRMETH","COLRLAB","CONDUCT","CONDMETH","CONDLAB","ALK","ALKMETH","ALKLAB"
"Sand",5238.00,1.00,2012-8-30 0:00:00,"CW",3.00,5.50,"C",7.42,"G","SECRL",12.00,"T","Spectrophotometric","SECRL",84.00,"Lab meter","SECRL",17.30,"G","SECRL"
"SAND P (TACO",5238.00,1.00,1979-5-1 0:00:00,"CW",3.00,10.00,"C",6.50,"H","CWD",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1979-6-26 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1979-7-31 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1979-8-21 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1983-9-1 0:00:00,"EI",2.00,0.50,"G",7.20,"C","DEP",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1983-9-1 0:00:00,"EI",2.00,6.00,"C",,,,15.00,"A","C","DEP",,,,13.50,"M","DEP"
"SAND P (TACO",5238.00,1.00,1987-8-12 0:00:00,"EI",2.00,0.50,"G",7.10,"C","DEP",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1987-8-12 0:00:00,"EI",2.00,6.00,"C",,,,13.00,"A","C","DEP",58.00,"E","DEP",15.00,"M","DEP"
"SAND P (TACO",5238.00,1.00,1988-5-12 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,12.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1988-8-4 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1990-5-22 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1990-6-18 0:00:00,"CW",3.00,9.00,"C",6.90,"C","CWD",,,,,,,,,,
"SAND P (TACO",5238.00,1.00,1990-7-24 0:00:00,"CW",3.00,9.00,"C",6.80,"C","CWD",20.00,"A","N","CWD",,,,,,
"SAND P (TACO",5238.00,1.00,1990-8-22 0:00:00,"CW",3.00,7.20,"C",7.10,"C","CWD",,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1990-9-25 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,15.50,"C","CWD"
"SAND P (TACO",5238.00,1.00,1990-10-30 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,57.00,"E","CWD",16.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1991-5-21 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,13.30,"C","CWD"
"SAND P (TACO",5238.00,1.00,1991-6-11 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,12.80,"C","CWD"
"SAND P (TACO",5238.00,1.00,1991-7-25 0:00:00,"CW",3.00,9.00,"C",7.10,"C","CWD",,,,,,,,16.70,"C","CWD"
"SAND P (TACO",5238.00,1.00,1991-8-29 0:00:00,"CW",3.00,9.00,"C",6.90,"C","CWD",,,,,,,,13.90,"C","CWD"
"SAND P (TACO",5238.00,1.00,1991-9-30 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,14.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1992-5-27 0:00:00,"CW",3.00,6.00,"C",7.10,"H","CWD",,,,,,,,13.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1992-6-16 0:00:00,"CW",3.00,6.00,"C",6.90,"H","CWD",,,,,,,,14.50,"C","CWD"
"SAND P (TACO",5238.00,1.00,1992-7-28 0:00:00,"CW",3.00,6.00,"C",7.10,"H","CWD",,,,,,,,16.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1992-8-27 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1992-9-24 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,16.50,"C","CWD"
"SAND P (TACO",5238.00,1.00,1993-5-18 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1993-6-15 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1993-7-21 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,15.50,"C","CWD"
"SAND P (TACO",5238.00,1.00,1993-8-18 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1993-9-14 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,15.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1994-5-18 0:00:00,"CW",3.00,10.00,"C",,,,15.00,"A","C","CWD",,,,,,
"SAND P (TACO",5238.00,1.00,1994-6-21 0:00:00,"CW",3.00,3.00,"C",,,,13.00,"A","C","CWD",,,,,,
"SAND P (TACO",5238.00,1.00,1994-7-20 0:00:00,"CW",3.00,5.00,"C",,,,12.00,"A","C","CWD",,,,,,
"SAND P (TACO",5238.00,1.00,1994-8-25 0:00:00,"CW",3.00,7.00,"C",,,,11.00,"A","C","CWD",,,,,,
"SAND P (TACO",5238.00,1.00,1994-9-20 0:00:00,"CW",3.00,8.00,"C",,,,9.00,"A","C","CWD",,,,,,
"SAND P (TACO",5238.00,1.00,1995-5-23 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,13.50,"C","CWD"
"SAND P (TACO",5238.00,1.00,1995-6-23 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,16.00,"C","CWD"
"SAND P (TACO",5238.00,1.00,1995-7-24 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,21.20,"C","CWD"
"SAND P (TACO",5238.00,1.00,1995-8-23 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,21.20,"C","CWD"
"SAND P (TACO",5238.00,1.00,1995-9-25 0:00:00,"CW",3.00,9.00,"C",6.90,"C","CWD",,,,,,,,17.80,"C","CWD"
"SAND P (TACO",5238.00,1.00,1998-5-14 0:00:00,"CW",3.00,10.00,"C",6.70,"C","CWD",,,,,,,,14.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,1998-6-19 0:00:00,"CW",3.00,7.00,"C",6.60,"C","CWD",,,,,,,,13.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,1998-7-16 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,15.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,1998-8-13 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,16.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,1998-9-16 0:00:00,"CW",3.00,7.00,"C",6.90,"C","CWD",,,,,,,,15.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,1998-10-19 0:00:00,"CW",3.00,10.00,"C",6.70,"C","CWD",,,,,,,,15.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2001-5-8 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,15.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2001-6-5 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,14.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2001-7-3 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,14.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2001-8-15 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,14.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2001-9-20 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,16.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2001-10-10 0:00:00,"CW",3.00,9.00,"C",7.00,"C","CWD",,,,,,,,14.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2004-5-17 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",17.00,"A","H","CWD",,,,13.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2004-6-14 0:00:00,"CW",3.00,7.00,"C",6.90,"C","CWD",4.00,"A","H","CWD",,,,16.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2004-7-6 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",9.00,"A","H","CWD",,,,16.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2004-8-9 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",6.00,"A","H","CWD",,,,13.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2004-9-10 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",2.00,"A","H","CWD",,,,12.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2004-10-8 0:00:00,"CW",3.00,9.00,"C",6.90,"C","CWD",5.00,"A","H","CWD",,,,17.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2006-8-14 0:00:00,"CW",3.00,6.00,"C",,,,23.00,"A","S","SECRL",,,,,,
"SAND P (TACO",5238.00,1.00,2006-8-14 0:00:00,"CW",3.00,6.00,"C",7.48,"G","SECRL",11.00,"T","S","SECRL",97.00,"L","SECRL",17.50,"G","SECRL"
"SAND P (TACO",5238.00,1.00,2007-5-21 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,17.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2007-6-12 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,17.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2007-7-6 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",,,,,,,,17.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2007-8-7 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,18.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2007-9-17 0:00:00,"CW",3.00,8.00,"C",7.00,"C","CWD",,,,,,,,16.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2007-11-5 0:00:00,"CW",3.00,10.00,"C",6.80,"C","CWD",,,,,,,,18.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2009-6-4 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,17.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2009-7-6 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,19.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2009-8-3 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,19.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2009-9-8 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2009-10-2 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2010-5-26 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,17.00,"B",
"SAND P (TACO",5238.00,1.00,2010-6-18 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,18.00,"B",
"SAND P (TACO",5238.00,1.00,2010-7-28 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,18.50,"B",
"SAND P (TACO",5238.00,1.00,2010-8-18 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.00,"B",
"SAND P (TACO",5238.00,1.00,2010-9-21 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,20.50,"B",
"SAND P (TACO",5238.00,1.00,2010-10-28 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.00,"B",
"SAND P (TACO",5238.00,1.00,2013-5-28 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,18.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2013-6-20 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,17.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2013-8-15 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,19.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2013-9-19 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,19.50,"B","CWD"
"SAND P (TACO",5238.00,1.00,2016-5-26 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,18.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2016-6-23 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,19.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2016-7-28 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,19.00,"B","CWD"
"SAND P (TACO",5238.00,1.00,2016-8-26 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,23.00,"B","CWD"
"Shed",5300.00,1.00,2012-8-28 0:00:00,"EI",3.00,0.00,"G",,,,43.00,"A","Spectrophotometric","SECRL",,,,,,
"Shed",5300.00,1.00,2012-8-28 0:00:00,"EI",3.00,0.00,"G",7.36,"G","SECRL",28.00,"T","Spectrophotometric","SECRL",49.00,"Lab meter","SECRL",14.60,"G","SECRL"
"SHED P",5300.00,1.00,2005-9-12 0:00:00,"CW",3.00,1.50,"C",,,,,,,,,,,11.00,"B","CWD"
"SHED P",5300.00,1.00,2006-8-24 0:00:00,"CW",3.00,1.00,"C",,,,58.00,"A","S","SECRL",,,,,,
"SHED P",5300.00,1.00,2006-8-24 0:00:00,"CW",3.00,1.00,"C",6.70,"C","CWD",,,,,,,,15.50,"B","CWD"
"SHED P",5300.00,1.00,2006-8-24 0:00:00,"CW",3.00,1.00,"C",7.24,"G","SECRL",53.00,"T","S","SECRL",53.00,"L","SECRL",14.20,"G","SECRL"
"SHED P",5300.00,1.00,2007-8-28 0:00:00,"CW",3.00,1.00,"C",7.40,"C","CWD",,,,,,,,15.00,"B","CWD"
"SHED P",5300.00,1.00,2008-8-25 0:00:00,"CW",3.00,0.50,"G",6.90,"C","CWD",,,,,,,,15.00,"B","CWD"
"SHED P",5300.00,1.00,2009-8-19 0:00:00,"CW",3.00,1.50,"C",,,,,,,,,,,19.00,"B","CWD"
"SHED P",5300.00,1.00,2010-8-26 0:00:00,"CW",3.00,2.00,"C",,,,,,,,,,,16.50,"B",
"SHED P",5300.00,1.00,2012-8-28 0:00:00,"CW",3.00,2.50,"C",,,,,,,,,,,15.00,"B","CWD"
"SHED P",5300.00,1.00,2013-8-27 0:00:00,"CW",3.00,2.00,"C",,,,,,,,,,,17.50,"B","CWD"
"SHED P",5300.00,1.00,2015-8-10 0:00:00,"CW",3.00,2.50,"C",,,,,,,,,,,15.00,"B","CWD"
"SHED P",5300.00,1.00,2016-8-23 0:00:00,"CW",3.00,2.00,"C",,,,,,,,,,,16.50,"B","CWD"
"SHED P",5300.00,1.00,2017-8-24 0:00:00,"CW",3.00,2.00,"C",,,,,,,,,,,17.00,"B","CWD"
"SHED P",5300.00,1.00,2018-8-30 0:00:00,"CW",3.00,2.50,"C",7.25,"E","DEP",25.00,"T","S","DEP",56.00,"L","DEP",15.50,"B","CWD"
"Torsey",5307.00,1.00,2012-8-21 0:00:00,"CW",3.00,5.00,"G",,,,23.00,"A","Spectrophotometric","SECRL",,,,,,
"Torsey",5307.00,1.00,2012-8-21 0:00:00,"CW",3.00,5.00,"G",7.43,"G","SECRL",9.00,"T","Spectrophotometric","SECRL",48.00,"Lab meter","SECRL",15.90,"G","SECRL"
"TORSEY (GREE",5307.00,1.00,1976-4-22 0:00:00,"CW",3.00,0.00,"G",,,,8.00,"A",,"CWD",,,,,,
"TORSEY (GREE",5307.00,1.00,1978-8-3 0:00:00,"CW",3.00,0.00,"G",7.20,"C","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1978-8-3 0:00:00,"CW",3.00,10.00,"G",6.30,"C","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1979-6-18 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1979-7-24 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1979-8-6 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1979-8-24 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1979-9-21 0:00:00,"CW",3.00,0.00,"G",6.80,"H","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1984-6-22 0:00:00,"CW",3.00,0.50,"G",7.00,"C","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1985-8-22 0:00:00,"CW",3.00,0.50,"G",7.20,"H","CWD",,,,,40.00,"E","CWD",,,
"TORSEY (GREE",5307.00,1.00,1985-8-22 0:00:00,"CW",3.00,10.00,"G",6.50,"H","CWD",,,,,51.00,"E","CWD",,,
"TORSEY (GREE",5307.00,1.00,1987-5-15 0:00:00,"CW",3.00,1.00,"G",6.90,"C","CWD",,,,,,,,1.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1987-8-17 0:00:00,"CW",3.00,1.00,"G",7.10,"C","CWD",,,,,,,,12.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1988-5-16 0:00:00,"CW",3.00,9.00,"C",7.00,"C","CWD",,,,,,,,12.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1988-8-16 0:00:00,"CW",3.00,5.50,"C",6.90,"C","CWD",,,,,,,,12.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1990-5-18 0:00:00,"CW",3.00,9.00,"C",7.00,"C","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1990-6-27 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1990-8-15 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,14.40,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1990-9-20 0:00:00,"CW",3.00,8.00,"C",6.90,"C","CWD",,,,,,,,14.40,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1991-5-22 0:00:00,"CW",3.00,10.00,"C",6.70,"C","CWD",,,,,,,,12.80,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1991-6-19 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,13.30,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1991-7-30 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,13.90,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1991-8-15 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,11.10,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1991-9-9 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,17.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1992-5-18 0:00:00,"CW",3.00,6.00,"C",6.90,"H","CWD",,,,,,,,12.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1992-6-18 0:00:00,"CW",3.00,5.00,"C",7.00,"H","CWD",,,,,,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1992-7-22 0:00:00,"CW",3.00,5.00,"C",7.10,"H","CWD",,,,,,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1992-8-21 0:00:00,"CW",3.00,6.00,"C",6.90,"H","CWD",20.00,"A","H","CWD",40.00,"E","CWD",14.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1992-9-17 0:00:00,"CW",3.00,8.00,"C",6.90,"H","CWD",,,,,,,,15.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1993-5-13 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1993-6-16 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,13.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1993-7-15 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,14.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1993-8-13 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,13.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1993-9-17 0:00:00,"CW",3.00,7.00,"C",6.90,"C","CWD",,,,,,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1994-5-11 0:00:00,"CW",3.00,10.00,"C",6.70,"C","CWD",20.00,"A","C","CWD",,,,12.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1994-6-15 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",17.00,"A","C","CWD",,,,12.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1994-7-13 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",16.00,"A","C","CWD",,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1994-8-19 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",12.00,"A","C","CWD",,,,13.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1994-9-15 0:00:00,"CW",3.00,9.00,"C",6.90,"C","CWD",17.00,"A","C","CWD",,,,13.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1994-10-12 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",13.00,"A","C","CWD",,,,13.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1997-5-14 0:00:00,"CW",3.00,10.00,"C",6.80,"C","CWD",,,,,,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1997-6-4 0:00:00,"CW",3.00,4.00,"C",6.80,"C","CWD",,,,,,,,,,
"TORSEY (GREE",5307.00,1.00,1997-7-1 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,13.50,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1997-8-4 0:00:00,"CW",3.00,6.00,"C",6.80,"C","CWD",,,,,,,,14.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1997-9-5 0:00:00,"CW",3.00,7.00,"C",6.80,"C","CWD",,,,,,,,14.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,1997-10-3 0:00:00,"CW",3.00,9.00,"C",6.70,"C","CWD",,,,,,,,16.00,"C","CWD"
"TORSEY (GREE",5307.00,1.00,2000-5-3 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,16.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2000-6-8 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,14.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2000-7-7 0:00:00,"CW",3.00,6.00,"C",6.80,"C","CWD",,,,,,,,13.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2000-8-4 0:00:00,"CW",3.00,6.00,"C",6.80,"C","CWD",,,,,,,,14.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2000-9-6 0:00:00,"CW",3.00,7.00,"C",6.80,"C","CWD",,,,,,,,14.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2000-10-11 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,15.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2001-8-6 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,14.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2002-8-8 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,13.80,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2003-5-9 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",13.00,"A","H","CWD",,,,14.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2003-6-3 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",19.00,"A","H","CWD",,,,14.70,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2003-7-1 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",20.00,"A","H","CWD",,,,14.90,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2003-8-1 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",16.00,"A","H","CWD",,,,15.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2003-9-9 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",10.00,"A","H","CWD",,,,14.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2003-10-8 0:00:00,"CW",3.00,9.00,"C",7.00,"C","CWD",17.00,"A","H","CWD",,,,14.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2004-8-2 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",8.00,"A","H","CWD",,,,14.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2006-6-16 0:00:00,"CW",3.00,6.00,"C",6.80,"C","CWD",,,,,,,,10.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2006-7-14 0:00:00,"CW",3.00,7.00,"C",6.60,"C","CWD",,,,,,,,13.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2006-8-15 0:00:00,"CW",3.00,6.00,"C",,,,26.00,"A","S","SECRL",,,,,,
"TORSEY (GREE",5307.00,1.00,2006-8-15 0:00:00,"CW",3.00,6.00,"C",6.80,"C","CWD",,,,,,,,16.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2006-8-15 0:00:00,"CW",3.00,6.00,"C",7.37,"G","SECRL",14.00,"T","S","SECRL",47.00,"L","SECRL",13.90,"G","SECRL"
"TORSEY (GREE",5307.00,1.00,2006-9-15 0:00:00,"CW",3.00,7.00,"C",6.80,"C","CWD",,,,,,,,15.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2006-11-1 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,15.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2008-9-4 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,15.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2009-5-26 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,15.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2009-6-30 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,16.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2009-7-17 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,16.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2009-8-14 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,16.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2009-9-24 0:00:00,"CW",3.00,7.50,"C",,,,,,,,,,,17.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2009-10-27 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,16.50,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2012-6-8 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,15.00,"B","CWD"
"TORSEY (GREE",5307.00,1.00,2012-6-27 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,16.00,"B","CWD"
