"lake","midas","station","date","time","agency","project","depth","type","tp_ppm","rep","lab","count","qual","year","month"
"cobbossee","5236",1,1998-08-21,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1998,8
"cobbossee","5236",1,1998-08-21,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1998,8
"cobbossee","5236",1,1998-08-21,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",1998,8
"cobbossee","5236",1,1998-08-21,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",1998,8
"cobbossee","5236",1,1998-08-21,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",1998,8
"cobbossee","5236",1,1998-08-21,"0:00:00","cw","3",28,"g",0.02,1,"d",9,"pg",1998,8
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",13,"g",0.05,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",18,"g",0.03,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",23,"g",0.03,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-09-18,"0:00:00","cw","3",28,"g",0.04,1,"d",9,"pg",1998,9
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",1,1998-10-26,"0:00:00","cw","3",28,"g",0.03,1,"d",9,"pg",1998,10
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",9,"g",0.01,2,"d",1,"r",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-05-04,"0:00:00","cw","3",28,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",1,"g",0.008,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",5,"g",0.009,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",7,"g",0.01,2,"d",1,"r",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-06-08,"0:00:00","cw","3",28,"g",0.01,1,"d",9,"pg",2001,6
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",9,"g",0.01,2,"d",1,"r",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-07-10,"0:00:00","cw","3",28,"g",0.01,1,"d",9,"pg",2001,7
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",13,"g",0.01,2,"d",1,"r",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-08-14,"0:00:00","cw","3",28,"g",0.01,1,"d",9,"pg",2001,8
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",7,"g",0.01,2,"d",1,"r",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",8,"c",0.01,2,"d",1,"r",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",8,"c",0.01,1,"d",1,"ec",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",23,"g",0.01,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-09-12,"0:00:00","cw","3",28,"g",0.02,1,"d",9,"pg",2001,9
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",9,"g",0.01,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",9,"g",0.01,2,"d",1,"r",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",10,"c",0.01,2,"d",1,"r",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",10,"c",0.01,1,"d",1,"ec",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",13,"g",0.03,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",18,"g",0.02,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",23,"g",0.02,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2001-10-02,"0:00:00","cw","3",28,"g",0.02,1,"d",8,"pg",2001,10
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",10,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",20,"g",0.01,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-05-23,"0:00:00","cw","3",28,"g",0.03,1,"d",8,"pg",2007,5
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",10,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",20,"g",0.01,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-06-13,"0:00:00","cw","3",28,"g",0.04,1,"d",8,"pg",2007,6
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",10,"g",0.01,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",20,"g",0.02,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-07-12,"0:00:00","cw","3",28,"g",0.05,1,"d",8,"pg",2007,7
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",10,"g",0.01,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",20,"g",0.03,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-14,"0:00:00","cw","3",28,"g",0.05,1,"d",8,"pg",2007,8
"cobbossee","5236",1,2007-08-29,"0:00:00","cw","3",7,"c",0.01,1,"d",1,"ec",2007,8
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",3,"g",0.01,2,"d",1,"r",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",10,"g",0.02,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",20,"g",0.02,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-09-28,"0:00:00","cw","3",28,"g",0.03,1,"d",8,"pg",2007,9
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",1,"g",0.01,2,"d",1,"r",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",10,"g",0.01,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",15,"g",0.02,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",20,"g",0.03,1,"d",8,"pg",2007,10
"cobbossee","5236",1,2007-10-26,"0:00:00","cw","3",28,"g",0.04,1,"d",8,"pg",2007,10
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",11,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",15,"g",0.01,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-05-23,"0:00:00","cw","3",17,"g",0.02,1,"d",9,"pg",1997,5
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",11,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",13,"g",0.009,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",15,"g",0.01,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-06-27,"0:00:00","cw","3",18,"g",0.05,1,"d",9,"pg",1997,6
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",9,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",11,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",13,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-07-29,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",1997,7
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",9,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",11,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",13,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-08-29,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",1997,8
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",1,"g",0.01,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",3,"g",0.01,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",5,"g",0.01,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",7,"g",0.01,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",9,"g",0.01,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",11,"g",0.01,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-09-25,"0:00:00","cw","3",13,"g",0.02,1,"d",7,"pg",1997,9
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",9,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",11,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",13,"g",0.01,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1997-10-09,"0:00:00","cw","3",15,"g",0.05,1,"d",8,"pg",1997,10
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",1,"g",0.009,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",11,"g",0.01,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",13,"g",0.01,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-05-20,"0:00:00","cw","3",18,"g",0.02,1,"d",8,"pg",1998,5
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",1,"g",0.009,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",5,"g",0.009,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",11,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",15,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-06-22,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",1998,6
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",1,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",3,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",5,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",7,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",9,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",11,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",13,"g",0.009,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",15,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",17,"g",0.01,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-07-25,"0:00:00","cw","3",18,"g",0.02,1,"d",10,"pg",1998,7
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",1,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",3,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",5,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",7,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",9,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",11,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",13,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-08-21,"0:00:00","cw","3",15,"g",0.01,1,"d",8,"pg",1998,8
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",11,"g",0.03,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",13,"g",0.04,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",15,"g",0.06,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-09-18,"0:00:00","cw","3",18,"g",0.11,1,"d",9,"pg",1998,9
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",1,"g",0.19,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",3,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",11,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",15,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,1998-10-26,"0:00:00","cw","3",18,"g",0.01,1,"d",9,"pg",1998,10
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",1,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",3,"g",0.008,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",5,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",7,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",9,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",11,"g",0.01,2,"d",1,"r",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",11,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",13,"g",0.01,1,"d",9,"pg",2001,5
"cobbossee","5236",2,2001-05-04,"0:00:00","cw","3",15,"g",0.01,1,"d",9,"pg",2001,5
